YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request
2025-05,56,49,19,6,3,27,18,3,3,12,2,0,2,20,12,87,127,8,3,7,2,0,16,2,1,77,2,8,0,96,19,5,16,15,29,0,2,10,6,3,87,9,27,120,100,18,63,125,0,3,5,7,2,3,3,13
2025-06,56,58,8,4,4,27,15,6,5,10,2,1,1,6,8,97,78,14,5,30,7,0,10,1,4,67,6,5,5,144,21,9,18,12,20,2,0,8,8,8,50,5,30,40,41,10,53,212,3,5,21,24,0,6,5,11
2025-07,56,56,8,7,5,31,21,3,3,19,0,1,0,19,8,121,81,7,11,12,4,6,16,4,6,30,7,10,2,143,13,11,64,17,12,2,2,3,9,7,79,9,32,90,104,12,74,87,4,14,78,32,3,652,5,9
2025-08,56,70,16,7,8,34,17,9,3,22,2,2,5,11,13,133,76,15,7,9,5,17,6,28,2,54,7,7,3,127,11,13,58,15,11,1,2,2,7,4,45,10,26,33,49,5,59,88,4,4,54,33,0,883,13,11
2025-09,56,47,12,7,2,22,6,1,4,13,0,1,10,28,6,106,101,11,5,2,6,0,15,3,5,32,2,10,2,148,9,11,11,14,3,0,4,3,9,6,40,3,43,28,18,21,41,5,1,3,37,3,2,33,1,9
2025-10,56,54,9,2,2,25,15,1,2,16,2,1,6,21,3,90,103,7,2,8,10,4,3,0,3,50,3,9,5,122,3,8,13,11,14,0,3,6,8,5,50,8,29,18,17,4,26,70,2,1,21,11,1,10,0,1
2025-11,56,80,19,3,0,19,4,3,2,18,0,0,1,18,4,49,79,12,2,8,2,6,6,4,1,26,3,2,2,63,4,1,5,5,5,1,6,8,9,13,45,3,12,13,14,3,20,213,2,3,9,4,0,2,0,9
2025-12,56,58,3,0,1,24,4,3,5,34,1,1,2,13,1,65,161,5,2,22,0,3,3,5,10,30,13,2,2,49,6,3,10,3,12,3,9,4,10,4,20,15,25,5,10,1,16,270,0,2,10,16,1,9,0,0
2019-01,57,2,16,1,0,7,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,4,9,0,0,0,0,0,5,2,14,10,0,0,0,0,0,3,0,0,0,0,2,4,1,0,0,9,0,0,0,0,0
2019-02,57,11,4,0,0,7,3,0,0,2,0,0,0,0,0,10,15,3,2,1,0,0,1,0,0,50,0,0,0,1,0,2,1,3,13,0,0,1,0,0,28,1,1,4,1,1,8,6,1,0,15,1,1,0,0,0
2019-03,57,34,3,3,1,3,5,0,1,2,2,1,0,1,1,13,85,2,1,0,5,0,0,0,0,54,1,4,1,10,6,5,1,1,16,0,2,4,3,0,25,0,10,6,1,0,4,16,1,1,21,0,0,0,0,1
2019-04,57,14,5,4,2,5,3,1,0,3,2,1,0,2,1,20,93,2,0,0,3,1,1,1,0,43,2,2,0,18,6,5,5,2,14,2,0,2,5,1,17,0,3,2,1,1,9,8,0,2,12,4,0,2,0,3
2019-05,57,24,5,5,1,6,6,0,2,1,1,2,0,3,1,40,80,6,3,4,2,0,0,0,0,41,3,3,1,13,7,6,6,1,9,0,8,0,1,0,15,0,19,4,2,9,11,10,0,1,1,9,0,3,5,0
2019-06,57,21,10,1,1,4,7,0,0,2,0,0,0,3,0,26,131,4,0,1,2,0,1,0,2,56,0,2,0,22,2,4,8,4,9,1,0,0,2,1,14,1,17,4,6,1,8,14,0,0,0,9,0,3,10,1
2019-07,57,22,10,3,5,9,3,0,0,13,1,1,0,6,2,29,150,16,0,0,2,4,1,0,0,69,0,3,4,24,5,10,7,1,7,0,2,3,9,0,64,1,12,7,9,2,7,16,1,1,23,3,1,0,21,0
2019-08,57,22,6,4,2,8,8,1,5,2,2,1,0,7,5,29,154,7,1,2,2,7,3,3,2,64,3,4,1,26,11,5,4,7,15,2,5,0,7,0,61,3,9,5,5,11,9,24,2,4,41,4,1,2,3,0
2019-09,57,23,8,12,0,10,3,2,1,3,1,0,0,11,1,20,149,1,4,0,1,1,1,0,1,40,2,1,2,18,2,5,0,1,9,1,2,0,7,0,56,0,15,1,1,3,6,26,0,4,8,2,0,1,0,0
2019-10,57,23,6,4,2,3,10,1,2,6,2,0,0,2,2,22,195,8,0,0,4,2,3,1,3,29,2,3,0,12,8,2,10,2,17,1,2,3,4,1,44,3,5,3,3,1,7,10,1,2,3,1,1,2,18,0
2019-11,57,19,11,1,0,3,3,3,1,8,0,1,0,8,1,7,174,5,0,0,0,2,2,1,4,13,3,0,0,16,4,2,4,0,40,1,3,3,6,3,17,2,12,1,1,6,1,15,0,4,3,0,1,1,1,1
2019-12,57,18,10,2,0,7,5,1,1,2,0,0,0,1,1,20,88,3,0,0,3,0,0,1,1,9,1,1,1,24,12,1,0,0,30,0,0,0,3,2,41,4,7,4,2,0,2,5,0,0,3,0,0,2,0,0
2020-01,57,18,13,1,1,5,13,1,1,3,0,1,0,1,3,18,112,3,0,2,4,0,1,0,0,18,3,2,1,9,8,1,1,4,26,0,4,6,15,1,51,0,21,2,1,1,0,3,0,3,1,0,0,2,0,0
2020-02,57,26,24,2,0,4,6,0,0,1,1,1,0,5,2,17,196,2,0,1,2,0,0,1,0,50,3,1,0,21,11,4,0,0,8,0,0,0,3,0,36,1,14,0,0,0,4,2,0,2,2,1,0,1,0,0
2020-03,57,35,17,0,0,4,2,1,9,2,3,3,0,2,1,17,230,4,0,0,2,0,8,0,0,26,1,1,2,13,0,0,2,0,5,0,0,2,4,1,31,0,13,1,0,1,5,20,0,1,3,4,0,4,0,0
2020-04,57,27,11,6,0,6,1,4,39,5,1,1,2,2,1,17,177,1,1,0,7,0,1,0,0,47,0,2,0,10,5,1,9,2,4,0,3,2,3,2,26,1,11,1,0,0,7,18,0,2,2,5,0,11,0,0
2020-05,57,15,13,1,7,10,6,3,17,5,0,0,0,7,3,26,263,2,0,2,3,0,0,0,1,8,2,8,2,17,11,3,10,7,11,1,4,2,7,2,25,2,8,3,4,1,8,6,1,1,1,14,0,7,14,0
2020-06,57,29,6,0,0,8,12,0,14,0,2,0,0,11,2,38,169,2,2,2,0,0,2,5,2,15,3,3,2,37,23,4,0,12,45,1,2,6,1,2,28,1,19,8,12,2,10,24,0,2,0,0,1,1,8,1
2020-07,57,16,4,1,0,9,1,2,16,3,2,0,0,5,7,52,162,0,1,2,4,0,4,15,5,15,0,3,3,44,4,9,5,8,31,3,8,13,3,2,12,1,15,8,8,1,6,34,0,1,1,0,0,1,0,0
2020-08,57,39,4,0,0,10,5,1,3,1,1,0,0,6,0,36,235,1,1,2,6,0,2,3,1,14,1,3,1,36,14,6,3,3,16,1,1,2,4,2,34,4,8,70,33,4,14,31,2,2,4,1,1,1,14,1
2020-09,57,26,3,7,1,6,4,1,4,6,0,1,0,5,0,24,165,4,1,2,1,0,0,2,1,6,2,1,0,28,8,3,3,6,9,5,7,5,6,2,9,0,14,0,3,1,11,14,0,3,1,2,0,1,1,0
2020-10,57,24,7,0,0,4,5,3,9,2,1,0,0,4,1,30,110,1,0,2,2,2,0,0,2,8,0,1,0,20,4,2,6,3,6,0,0,0,0,2,21,0,14,3,1,0,5,14,0,4,0,0,0,0,3,0
2020-11,57,24,15,0,1,9,6,0,9,5,0,0,0,3,4,19,177,2,0,1,0,1,0,0,3,9,3,2,1,12,3,0,2,6,24,1,2,3,1,5,51,4,6,4,0,8,6,4,0,1,1,0,0,1,0,2
2020-12,57,40,2,6,1,6,4,0,10,4,0,0,0,8,1,22,158,1,0,3,0,0,2,0,7,37,1,2,3,17,5,3,2,3,15,1,2,5,6,3,8,1,7,1,1,0,2,5,0,4,0,0,0,2,0,0
2021-01,57,19,4,2,0,7,5,0,6,7,0,1,1,3,1,24,176,0,0,2,1,0,0,0,2,34,0,2,5,9,10,1,1,2,12,1,0,3,3,4,18,7,15,1,1,0,1,1,0,0,0,3,0,3,0,0
2021-02,57,30,0,0,0,2,9,1,1,9,2,1,0,1,3,10,141,5,0,11,1,3,3,5,1,14,5,1,0,7,10,3,1,1,16,2,2,7,2,5,7,3,23,0,0,0,2,1,0,2,1,4,0,0,0,0
2021-03,57,61,1,4,2,13,5,0,4,4,1,0,0,4,3,19,164,3,0,6,5,0,2,0,1,35,2,10,0,49,11,5,2,3,24,0,4,10,4,0,12,1,4,0,1,0,6,15,0,2,5,3,0,2,0,0
2021-04,57,42,3,0,1,15,5,0,2,4,1,0,0,7,2,19,148,6,0,3,2,2,1,1,0,27,3,1,3,20,4,3,2,5,18,0,4,2,8,3,6,3,10,2,2,2,9,5,0,0,2,0,1,0,0,2
2021-05,57,38,0,1,0,10,6,0,3,3,0,0,0,3,1,27,158,4,0,3,3,1,0,0,1,24,1,3,0,54,10,1,3,6,9,0,0,0,4,5,8,0,9,9,6,1,9,13,2,1,1,0,0,2,4,1
2021-06,57,28,8,5,3,13,9,1,3,2,0,1,0,4,1,28,224,8,1,4,0,0,1,7,0,21,3,3,2,49,9,0,8,5,44,1,0,3,4,2,8,3,23,22,38,2,10,24,0,2,2,2,0,0,19,0
2021-07,57,49,3,3,0,10,6,0,2,12,0,0,0,5,3,39,256,3,2,4,1,0,3,3,2,18,7,2,2,36,9,3,1,7,26,1,0,2,5,2,22,1,5,3,7,1,7,13,1,2,18,1,0,1,6,0
2021-08,57,52,1,5,0,11,7,1,2,8,0,1,0,4,1,30,244,2,0,0,0,0,1,4,2,21,0,1,0,41,10,10,0,5,9,1,0,5,9,1,12,1,3,12,12,0,6,16,0,1,19,0,1,1,3,1
2021-09,57,34,2,1,0,5,13,2,0,6,0,0,0,3,5,26,152,2,0,4,3,1,1,0,0,31,3,2,0,29,8,7,3,2,17,0,0,2,2,2,8,4,15,5,2,0,4,22,1,8,4,1,0,0,8,0
2021-10,57,24,3,1,2,5,7,2,3,6,2,1,1,7,6,28,180,1,0,1,3,0,2,0,0,13,2,5,1,58,2,0,16,3,20,0,0,2,5,1,16,4,2,8,6,0,3,21,1,1,3,4,0,0,0,0
2021-11,57,38,1,1,0,7,4,0,1,9,3,1,0,3,9,18,130,0,1,3,3,0,6,0,4,7,1,3,1,32,4,2,5,2,32,1,2,4,2,8,15,2,6,2,1,0,5,4,0,2,2,1,2,0,0,1
2021-12,57,36,1,0,0,6,3,0,0,4,0,0,0,10,2,17,220,0,0,3,2,0,0,0,1,10,1,1,2,11,2,1,3,1,12,0,2,4,2,0,7,3,20,3,6,0,0,1,0,0,3,0,0,1,0,0
2022-01,57,73,1,0,0,7,3,1,4,7,0,0,0,19,2,13,271,0,0,3,2,5,3,0,6,29,8,5,1,9,8,2,1,4,7,1,0,5,5,0,11,3,5,0,0,0,4,0,0,0,2,1,0,1,0,0
2022-02,57,58,2,0,0,3,7,1,0,7,0,0,0,8,0,17,224,0,0,0,0,0,1,0,1,57,0,1,5,10,3,2,6,1,10,0,0,4,5,1,17,3,16,0,0,1,2,0,0,3,4,0,0,3,0,0
2022-03,57,63,5,10,0,4,6,2,1,8,2,1,0,6,0,18,268,1,0,1,3,0,8,0,1,112,1,0,2,25,10,2,3,3,27,0,1,2,1,1,32,4,12,0,3,1,8,1,1,0,0,3,0,2,0,0
2022-04,57,34,4,7,0,4,8,5,0,6,0,0,1,5,3,18,189,1,0,0,1,2,5,0,5,61,0,3,0,14,11,4,6,5,11,1,11,9,3,2,16,1,10,6,0,1,6,6,0,1,1,5,0,1,0,1
2022-05,57,23,2,3,0,9,7,1,0,6,2,4,0,6,5,11,219,5,0,1,2,0,1,20,1,62,1,2,0,38,15,2,4,4,14,1,3,14,7,2,6,2,22,3,7,4,7,10,0,1,3,3,0,0,5,0
2022-06,57,40,2,2,1,8,4,0,1,4,2,1,0,7,5,26,246,3,2,2,0,0,1,14,0,40,3,2,0,45,13,4,11,5,3,3,0,2,4,3,11,4,29,3,4,5,9,28,2,2,1,6,1,3,2,0
2022-07,57,39,6,2,1,4,4,3,4,5,0,0,0,4,4,26,291,5,1,4,1,7,2,0,0,30,3,3,2,44,7,2,6,5,4,1,0,1,12,0,23,3,26,4,7,160,10,15,2,1,5,1,0,3,2,0
2022-08,57,22,4,1,0,4,5,0,1,6,1,0,0,3,6,19,250,1,1,0,3,0,1,4,0,21,2,0,1,44,10,8,1,4,8,1,2,7,11,0,22,1,31,11,4,33,17,20,1,0,6,1,0,0,5,1
2022-09,57,32,1,0,0,10,7,2,2,12,1,1,0,7,4,17,217,8,0,2,4,0,1,0,1,9,0,2,1,22,4,1,4,0,33,1,4,10,7,1,34,0,20,3,5,1,15,17,1,2,4,0,0,3,2,0
2022-10,57,42,4,0,0,6,6,1,1,8,0,0,3,6,0,23,229,3,0,1,0,0,4,0,1,13,2,1,2,22,10,2,6,2,15,2,2,1,5,2,26,0,6,7,2,9,1,12,1,5,0,4,0,2,2,0
2022-11,57,35,3,0,1,9,8,1,1,2,0,0,3,10,1,17,206,1,0,0,0,0,3,0,2,4,2,1,0,18,3,2,5,2,6,1,3,3,1,1,23,0,13,3,6,1,1,2,0,2,4,0,0,1,0,0
2022-12,57,26,3,2,0,3,1,3,1,10,0,0,0,4,0,18,130,0,0,3,1,2,1,0,1,8,1,3,4,10,12,0,4,0,10,0,0,2,6,1,7,2,7,1,1,3,3,1,0,1,3,3,0,1,0,0
2023-01,57,45,3,0,0,7,3,3,0,8,0,0,0,3,3,14,174,0,0,2,1,0,0,0,1,67,3,2,2,26,11,2,8,0,18,1,6,6,3,0,14,2,41,1,2,7,2,0,1,1,0,2,0,0,0,0
2023-02,57,45,11,10,0,4,3,1,1,8,1,0,3,1,2,13,222,4,0,2,2,0,0,0,0,139,1,1,2,12,7,0,8,3,7,0,1,2,5,0,43,3,54,0,0,2,6,2,0,2,4,3,0,1,0,0
2023-03,57,46,3,1,0,5,3,0,1,3,0,0,0,1,3,18,158,3,0,0,0,0,1,1,0,43,0,4,1,13,13,5,5,5,5,1,0,4,12,2,18,1,10,1,0,9,4,1,1,1,2,4,1,0,0,0
2023-04,57,44,7,2,0,5,2,1,0,6,0,1,0,3,1,19,222,2,1,0,0,1,1,0,1,12,0,3,0,17,6,2,5,3,13,0,0,3,9,3,9,1,10,1,3,4,5,54,0,2,3,5,1,1,0,1
2023-05,57,34,4,1,0,8,10,1,3,4,1,1,0,7,4,9,138,0,1,0,3,0,1,0,1,23,0,4,1,16,4,3,8,7,7,0,1,4,13,3,27,2,5,0,5,6,9,108,1,3,5,3,1,2,0,0
2023-06,57,36,6,1,0,4,6,1,1,4,1,1,0,9,3,22,129,1,2,2,1,2,7,25,2,28,1,4,2,24,4,1,2,5,3,0,0,1,4,1,5,1,10,4,4,32,9,89,0,0,2,28,0,2,1,0
2023-07,57,24,1,1,7,10,11,1,1,4,0,0,1,11,6,29,117,1,0,7,5,2,2,8,3,28,0,1,2,20,11,4,8,6,8,0,0,6,4,1,15,0,7,10,7,25,16,47,0,2,3,14,0,20,3,0
2023-08,57,32,16,1,2,7,11,0,3,7,0,1,0,6,5,20,143,3,0,2,1,2,3,21,5,20,0,0,2,36,7,0,10,3,28,2,1,4,3,1,32,5,13,8,7,12,14,97,2,2,0,5,0,3,6,1
2023-09,57,46,7,2,1,7,7,1,0,7,0,1,0,3,3,28,176,1,0,2,2,0,2,6,0,26,1,2,2,13,14,1,7,0,14,1,1,3,4,1,23,1,2,10,11,47,11,33,1,1,7,4,0,2,0,3
2023-10,57,43,6,1,1,5,8,0,2,5,1,0,0,10,2,18,213,4,0,1,3,0,1,0,1,25,2,4,3,20,6,1,2,8,22,0,2,5,4,1,30,3,8,2,1,6,7,12,1,3,4,2,0,2,0,1
2023-11,57,48,6,2,1,9,14,0,0,4,2,1,0,6,1,12,162,4,0,3,1,1,1,0,3,24,2,7,0,7,7,2,3,6,34,0,0,4,5,4,11,1,18,0,0,2,4,1,1,0,1,0,0,3,0,1
2023-12,57,60,1,4,1,7,5,0,1,2,0,2,0,2,1,16,155,2,1,5,1,0,0,0,2,41,3,1,0,5,3,0,2,1,32,1,1,6,7,1,3,2,18,1,1,1,2,2,0,2,3,0,1,2,0,0
2024-01,57,45,4,2,4,8,0,5,1,7,0,0,0,2,2,14,180,2,0,0,0,2,0,0,3,55,2,2,0,5,5,0,5,2,14,0,0,0,3,0,11,10,48,2,3,0,6,0,0,0,2,6,0,0,0,0
2024-02,57,46,2,7,0,0,5,0,3,2,1,3,0,2,2,15,208,1,0,1,4,1,1,2,3,78,2,4,0,12,4,2,5,1,31,0,0,2,3,1,9,1,15,1,3,4,1,0,1,0,2,0,0,0,0,0
2024-03,57,31,5,1,3,2,9,3,2,2,0,0,0,5,5,9,132,2,0,0,1,0,2,0,2,37,1,5,0,9,4,3,3,1,26,1,2,8,6,1,18,1,10,1,1,5,5,1,0,1,4,1,0,4,0,0
2024-04,57,26,4,2,1,4,10,0,2,1,1,1,0,2,3,19,291,3,0,2,0,0,0,0,5,24,3,1,1,11,4,3,3,3,58,2,1,7,6,0,13,1,8,2,5,2,14,1,0,2,3,5,0,6,0,1
2024-05,57,53,3,9,1,9,9,2,3,0,0,1,1,5,2,30,219,7,0,3,0,1,1,1,4,44,1,3,0,17,10,4,13,3,23,3,3,5,9,1,6,4,5,23,30,5,17,4,1,5,3,11,0,3,4,1
2024-06,57,64,3,1,1,9,9,1,3,2,0,0,0,11,1,22,178,4,0,0,4,0,1,11,2,50,0,1,0,15,10,2,3,4,35,2,0,3,7,2,6,3,8,7,8,14,8,0,0,2,0,2,1,1,3,0
2024-07,57,25,2,1,2,14,6,3,4,1,0,0,0,12,4,17,165,0,0,1,3,4,4,7,3,30,1,3,3,22,11,1,2,3,11,0,1,3,2,2,12,1,10,18,29,0,6,1,1,1,1,8,0,1,5,2
2024-08,57,45,2,2,1,9,5,0,3,1,0,0,0,1,3,31,232,5,1,1,3,1,7,31,7,7,3,1,2,23,18,8,4,1,17,2,6,6,5,2,31,1,20,7,11,3,11,1,2,3,4,2,0,0,2,1
2024-09,57,55,0,3,3,9,4,0,0,3,3,0,1,11,2,23,202,3,0,3,0,1,10,1,1,9,0,2,0,14,8,2,6,0,7,3,0,5,5,5,6,0,5,6,1,4,4,0,1,1,0,1,0,1,2,0
2024-10,57,55,0,2,0,4,7,0,1,9,2,1,1,5,2,25,285,4,1,0,0,0,1,0,0,10,0,1,2,13,9,1,3,4,18,0,1,4,7,1,7,0,2,10,2,0,8,1,0,2,2,2,0,1,0,2
2024-11,57,48,9,6,0,6,8,1,2,2,3,22,0,9,4,17,250,3,0,1,3,0,3,0,0,8,0,1,1,32,4,4,5,0,9,2,2,3,8,2,24,0,15,1,5,3,4,56,2,0,2,0,0,1,0,0
2024-12,57,49,0,1,0,10,7,1,1,16,3,2,1,6,2,18,135,5,1,3,3,10,1,3,10,7,2,1,1,7,7,0,0,1,2,0,2,5,5,1,15,1,11,0,5,2,13,127,1,3,2,3,0,0,0,0
2025-01,57,45,1,0,2,10,3,1,2,9,0,1,14,5,2,14,157,1,1,4,0,7,0,0,2,22,2,3,0,9,7,0,2,0,3,2,0,1,4,3,12,0,30,2,0,1,3,126,1,2,3,4,0,2,0,0
2025-02,57,63,4,4,1,5,2,0,4,3,3,0,7,2,4,14,178,2,0,0,0,0,2,0,3,31,1,6,1,5,19,3,1,1,3,0,0,8,13,2,9,2,10,0,1,0,0,55,1,1,2,0,0,0,0,0
2025-03,57,50,6,1,1,5,7,1,3,5,1,0,0,7,1,24,173,0,1,0,1,0,3,0,0,47,0,2,0,4,12,5,4,0,37,4,0,4,5,9,43,1,50,2,5,1,4,2,1,0,7,3,0,3,0,0
2025-04,57,26,10,4,1,8,13,0,4,6,3,0,6,5,2,18,143,2,0,0,3,0,2,1,1,24,0,2,1,17,20,1,1,5,15,0,2,7,3,3,15,0,9,2,0,1,2,1,0,0,3,8,0,2,1,1
2025-05,57,29,2,1,0,9,26,1,4,2,0,0,0,7,1,17,144,1,1,1,3,0,2,0,1,42,0,2,2,24,13,3,0,7,18,4,2,10,2,5,13,1,5,5,9,1,7,1,0,1,3,3,0,1,6,3
2025-06,57,34,2,3,1,4,7,0,3,20,1,2,1,9,5,25,141,1,0,7,6,1,0,4,2,13,3,4,2,15,10,2,2,2,10,0,0,4,2,4,8,0,21,8,14,7,3,0,1,0,4,4,0,5,2,1
2025-07,57,23,2,2,3,7,8,0,3,3,0,0,0,4,2,31,208,1,0,3,1,1,0,8,5,13,5,1,1,11,10,4,6,4,8,1,4,5,3,0,23,1,11,14,29,4,17,1,1,2,7,6,0,10,3,4
2025-08,57,41,6,1,6,9,9,5,11,2,4,0,0,9,4,41,282,3,0,0,0,0,5,1,2,21,4,7,1,27,12,6,12,3,11,1,0,1,2,3,21,3,26,15,8,3,8,3,2,2,10,20,0,460,9,2
2025-09,57,27,0,0,2,5,8,1,5,1,1,2,1,4,7,25,132,2,1,6,4,0,2,4,0,25,2,2,0,19,14,0,7,2,7,0,0,1,2,3,10,2,25,9,10,2,4,3,0,1,5,0,2,35,3,0
2025-10,57,38,3,0,1,6,6,0,3,13,1,1,1,8,5,31,132,4,0,1,1,0,4,0,0,13,1,2,1,18,12,1,4,1,5,0,0,6,11,2,11,3,20,0,0,5,4,3,0,3,7,1,0,6,0,2
2025-11,57,42,2,1,0,5,3,0,2,4,2,0,5,4,1,22,126,0,0,0,0,1,0,0,1,4,0,3,1,14,5,2,4,0,0,0,6,4,5,2,30,1,4,0,6,0,4,0,0,3,1,0,0,0,0,1
2025-12,57,38,4,0,0,5,6,2,4,6,2,0,4,3,2,13,94,2,0,2,1,1,0,0,1,16,4,0,1,9,12,2,2,4,4,0,0,1,3,5,2,1,29,0,1,0,0,6,1,0,7,3,0,1,0,0
2019-01,58,3,31,1,0,11,0,2,0,1,0,4,0,0,0,0,0,0,2,0,0,0,0,0,5,14,0,0,1,0,0,4,0,13,10,0,0,0,3,0,6,0,3,0,0,0,4,7,1,0,15,0,0,0,0,0
2019-02,58,18,18,4,1,12,8,4,1,3,0,1,0,0,0,36,16,0,4,0,1,1,4,0,2,59,0,0,1,4,0,12,5,0,44,0,0,1,5,0,42,0,1,0,0,0,8,9,2,2,19,2,1,1,0,0
2019-03,58,54,33,11,2,14,17,1,2,14,0,2,0,11,8,42,120,3,2,2,10,2,3,23,4,202,0,3,0,25,8,13,21,6,40,0,3,6,10,2,59,1,19,3,1,2,19,27,0,3,21,5,0,3,0,0
2019-04,58,39,11,21,0,24,43,1,4,2,0,3,0,9,8,68,147,2,0,0,8,0,8,3,2,59,3,5,2,48,17,6,14,9,66,1,3,14,10,5,63,8,37,7,2,1,21,47,3,4,11,10,0,10,0,0
2019-05,58,29,11,20,6,18,20,2,6,6,1,2,4,17,4,59,184,6,0,5,4,1,6,10,5,62,1,5,2,45,10,12,17,7,18,0,0,4,12,2,35,5,14,15,7,8,13,57,6,7,1,6,0,5,3,5
2019-06,58,39,7,19,1,16,22,4,5,9,1,3,0,10,4,61,305,4,3,1,7,11,9,101,1,51,2,3,8,52,24,7,16,5,40,1,0,5,17,3,110,5,40,14,4,4,19,47,3,8,6,10,0,3,5,4
2019-07,58,53,23,25,7,25,16,1,0,20,1,3,0,21,11,81,312,18,5,5,7,4,6,393,5,89,4,4,7,131,16,15,22,6,49,3,7,9,19,3,103,1,45,19,19,3,24,133,1,4,29,11,0,4,11,3
2019-08,58,41,20,14,3,17,19,2,7,12,0,5,0,11,13,62,330,8,4,2,7,5,10,57,4,37,5,14,2,59,15,6,5,2,30,1,3,9,21,7,303,4,12,15,8,4,28,128,3,8,106,1,0,1,2,2
2019-09,58,48,20,20,2,22,31,4,0,10,1,1,0,5,8,73,281,11,4,2,8,2,8,7,6,76,1,5,3,59,25,8,7,5,50,1,6,14,13,2,110,1,14,14,7,5,18,73,2,6,16,6,1,0,4,0
2019-10,58,42,25,34,4,17,45,5,1,12,0,0,0,16,3,51,521,7,3,2,8,3,5,1,10,87,0,8,1,40,13,6,5,12,51,0,2,10,16,3,90,5,33,15,9,2,15,41,2,2,18,4,0,2,12,2
2019-11,58,36,17,4,0,14,19,1,3,11,0,3,0,16,6,34,300,8,2,1,3,1,3,0,9,32,2,10,0,18,12,6,1,2,66,1,5,7,12,0,298,6,46,4,0,1,4,21,0,5,15,0,0,1,0,0
2019-12,58,46,25,10,0,17,16,3,2,8,0,0,0,10,7,36,303,2,1,3,8,5,1,0,18,18,1,8,1,13,6,3,2,0,92,6,7,19,10,3,124,1,18,5,3,1,3,20,0,2,8,0,0,1,0,2
2020-01,58,56,26,9,5,13,25,1,0,9,1,1,1,10,8,68,370,5,2,2,7,1,3,0,15,45,1,4,0,29,11,5,6,3,61,1,2,16,7,1,81,4,19,1,4,1,9,11,6,4,8,2,0,6,0,0
2020-02,58,45,5,6,2,15,10,2,0,12,0,1,1,4,6,46,363,4,0,3,2,3,3,0,10,76,4,2,0,21,13,8,4,5,62,1,4,7,19,2,43,3,23,2,1,1,7,14,4,5,2,0,0,4,0,0
2020-03,58,35,10,20,1,18,6,4,18,5,0,3,0,10,5,48,392,6,3,2,3,3,8,0,4,178,6,10,1,16,10,5,2,2,54,1,1,9,21,3,101,10,12,0,3,2,7,8,1,5,5,2,0,2,0,1
2020-04,58,27,8,100,7,14,17,3,54,7,0,2,0,4,5,61,475,2,2,1,6,3,4,0,2,94,4,7,4,26,12,3,4,2,55,3,6,28,13,3,18,3,19,8,3,1,6,14,4,3,1,7,0,11,0,2
2020-05,58,24,8,12,11,24,13,12,35,9,0,1,0,13,6,65,397,3,0,4,4,0,6,23,7,46,5,17,1,46,10,5,19,30,34,5,2,8,20,6,47,3,10,8,5,2,16,30,3,6,0,15,0,14,4,1
2020-06,58,51,12,7,5,33,13,5,10,6,0,1,0,13,9,103,445,5,3,10,5,0,4,40,6,21,11,8,1,58,16,1,10,8,60,1,2,11,11,0,131,8,35,39,39,11,22,63,1,3,10,7,3,1,7,1
2020-07,58,67,9,7,0,40,26,4,16,7,3,2,0,7,14,120,374,5,1,14,5,1,6,179,2,20,8,1,5,66,32,8,12,4,55,9,7,11,15,7,109,2,279,54,32,3,22,71,3,3,4,2,2,2,3,1
2020-08,58,63,19,5,3,35,12,2,12,10,1,1,0,9,11,90,547,11,1,3,4,0,6,29,10,38,6,7,4,71,42,6,7,4,48,5,10,19,11,4,97,4,81,89,51,2,21,75,0,2,3,2,0,0,3,4
2020-09,58,54,12,12,0,32,12,5,12,30,0,0,0,9,5,65,456,1,7,5,7,11,12,0,4,13,4,9,4,131,16,3,8,6,29,3,6,6,12,3,119,4,11,26,11,1,17,37,1,7,10,5,1,0,1,4
