YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request
2022-06,73,58,8,7,1,33,25,7,3,10,16,1,1,32,16,92,5,21,3,7,3,0,14,3,1,61,8,18,0,44,43,8,14,26,3,0,1,10,14,4,65,5,7,61,37,4,47,87,31,12,10,7,0,7,103,15
2022-07,73,61,15,3,8,22,22,7,0,11,10,2,0,19,18,113,7,11,5,12,8,3,5,2,5,39,6,16,2,46,38,13,31,27,4,3,6,6,26,8,57,18,49,80,50,5,52,106,22,13,17,19,2,23,63,8
2022-08,73,57,17,12,3,32,13,6,3,18,5,1,2,29,17,94,4,12,2,9,7,4,5,2,7,41,13,21,3,45,20,8,11,23,7,1,12,5,31,12,53,5,11,105,27,8,50,79,24,16,15,12,0,3,37,10
2022-09,73,42,14,9,1,32,30,1,0,12,7,0,10,30,24,79,10,21,3,4,1,6,5,2,1,50,16,23,4,43,21,10,21,25,0,2,8,8,24,6,106,4,20,74,18,29,42,63,17,15,12,3,3,4,20,9
2022-10,73,48,6,5,1,22,18,9,1,12,6,3,10,30,10,72,10,12,1,4,0,1,11,0,1,38,6,18,2,60,17,5,11,11,0,1,6,4,21,3,44,7,26,54,23,73,29,54,7,25,6,4,1,5,10,7
2022-11,73,44,16,1,0,14,13,5,2,7,2,1,26,6,15,58,17,9,1,6,2,1,8,1,1,19,8,5,0,39,17,6,5,12,4,1,4,5,17,1,81,3,12,38,35,66,22,14,8,12,13,2,1,5,3,2
2022-12,73,45,12,1,0,15,13,10,0,13,3,3,1,17,11,43,6,3,1,9,1,12,6,0,4,12,3,12,1,16,11,5,11,6,0,3,4,6,18,2,53,6,11,6,6,2,20,13,7,5,10,2,0,13,0,2
2023-01,73,40,12,1,2,30,9,5,2,17,1,2,4,22,9,53,8,4,1,10,0,1,9,0,1,83,6,3,1,33,13,7,7,14,2,1,12,12,24,5,50,2,13,5,5,1,16,1,9,12,10,3,0,7,0,2
2023-02,73,40,6,2,1,22,15,8,2,8,2,5,6,12,10,44,3,4,3,8,3,9,7,2,1,56,2,12,3,14,13,5,16,4,5,1,8,10,27,1,37,4,34,17,12,2,4,0,14,7,7,23,1,18,0,0
2023-03,73,52,8,5,0,24,14,8,1,10,3,3,1,27,17,57,7,8,0,5,5,1,10,0,1,55,7,15,2,21,15,11,14,15,8,3,2,3,30,5,38,4,24,14,6,3,27,0,11,13,17,15,2,8,0,4
2023-04,73,35,9,3,1,22,16,6,3,24,6,1,0,23,8,74,8,12,5,5,2,6,14,0,0,63,6,7,3,28,21,4,13,21,9,2,12,6,37,15,42,8,25,55,20,43,50,4,10,7,5,16,0,8,0,6
2023-05,73,45,19,0,0,31,24,2,0,11,17,3,2,37,20,80,18,15,5,8,8,4,17,2,1,38,10,16,1,37,37,3,9,23,4,2,4,8,13,13,41,7,19,55,9,33,46,29,26,9,15,3,0,5,88,15
2023-06,73,22,16,2,2,26,21,2,7,11,16,1,1,36,20,71,5,18,6,13,5,0,5,12,3,26,8,13,4,39,18,7,14,20,8,1,3,9,25,26,59,7,17,93,54,2,54,7,19,15,8,9,2,8,60,19
2023-07,73,37,17,2,8,43,13,6,0,14,11,1,2,24,15,94,16,8,11,11,0,3,7,1,4,27,1,20,1,28,33,7,52,24,1,2,4,5,31,15,78,8,8,109,66,5,71,0,20,10,19,60,1,101,51,16
2023-08,73,52,20,4,2,41,24,5,3,20,8,2,0,51,15,99,12,13,3,9,2,2,6,5,1,21,4,17,2,70,36,9,26,28,1,0,4,8,51,11,44,3,13,113,52,6,57,2,26,19,16,16,1,17,50,18
2023-09,73,37,23,10,0,37,21,6,2,18,4,0,3,40,34,87,6,11,2,9,3,1,9,2,0,41,3,13,2,40,15,5,16,16,7,2,11,7,40,8,63,2,40,77,38,9,44,4,13,16,11,10,4,9,13,10
2023-10,73,58,21,3,0,25,11,3,1,10,2,3,2,22,20,78,12,7,1,5,2,4,8,0,1,24,3,10,2,49,21,7,11,24,1,2,4,13,22,7,45,3,18,51,25,4,25,0,20,23,8,5,1,9,11,10
2023-11,73,39,15,3,2,23,13,2,1,9,1,4,0,35,7,81,2,7,3,13,6,3,6,0,2,26,2,6,1,24,9,4,27,5,2,2,7,14,26,3,51,3,12,17,8,11,12,25,11,36,8,5,1,4,3,6
2023-12,73,39,4,2,0,11,15,2,0,7,0,1,4,28,6,50,3,2,2,11,2,1,1,0,0,25,3,8,1,25,5,3,24,7,6,0,2,7,33,8,22,3,18,14,3,3,9,22,6,14,11,7,0,10,0,1
2024-01,73,49,27,2,1,52,17,11,2,38,1,1,3,21,3,59,3,5,8,14,3,34,2,2,3,72,5,13,2,16,14,1,9,20,4,3,3,3,19,8,62,4,8,9,10,1,21,51,9,8,6,19,0,21,0,0
2024-02,73,41,21,7,0,25,17,4,0,19,4,2,2,47,15,78,6,9,4,9,5,0,9,1,2,85,6,5,0,28,12,8,17,15,17,1,8,13,25,8,38,1,24,16,13,1,22,76,5,23,7,6,0,5,0,3
2024-03,73,55,10,4,3,30,7,6,0,15,2,1,0,37,15,71,9,9,4,7,9,7,10,0,2,75,3,15,1,21,13,4,24,19,15,0,7,15,42,7,116,12,10,22,17,81,29,91,18,14,12,31,1,17,0,3
2024-04,73,62,6,4,1,30,16,3,3,9,10,2,1,26,14,86,13,15,4,8,9,1,12,0,5,46,6,19,2,30,11,7,28,25,11,3,7,11,31,9,64,4,28,39,45,226,58,59,8,18,424,49,2,15,15,6
2024-05,73,40,3,7,6,24,22,6,2,10,12,2,0,41,10,74,11,14,2,9,7,1,19,0,5,83,10,25,6,27,43,4,57,24,5,0,5,3,38,14,84,11,11,86,97,118,91,46,21,27,10,90,3,34,136,15
2024-06,73,30,11,5,1,32,17,6,2,11,8,3,1,49,12,111,7,11,3,23,6,4,13,6,8,54,9,27,1,51,28,1,19,18,3,1,5,3,22,14,54,2,19,80,57,2,47,15,36,13,8,9,2,5,60,12
2024-07,73,51,29,4,1,34,21,4,2,13,6,1,0,37,18,100,6,10,7,29,1,0,8,1,5,29,6,16,0,47,32,5,12,24,3,2,4,6,24,11,65,9,16,142,106,180,74,1,11,18,17,8,2,13,27,9
2024-08,73,35,12,4,1,29,11,4,1,16,4,2,1,44,15,84,12,6,4,9,3,6,8,32,5,37,7,16,1,24,20,4,16,20,4,0,20,10,25,4,61,3,6,91,50,3,37,28,17,15,16,13,1,3,42,20
2024-09,73,40,5,3,2,38,18,6,3,19,8,1,0,39,12,92,1,5,2,6,5,2,13,4,2,27,3,12,1,33,19,3,18,26,1,1,10,7,28,6,50,16,9,62,43,1,27,1,22,23,3,7,1,9,20,6
2024-10,73,41,7,2,0,40,14,9,2,11,3,1,7,34,11,88,6,9,3,11,4,22,5,1,5,9,7,26,0,46,18,3,10,21,1,0,11,4,28,11,62,1,13,64,46,1,36,25,22,20,9,2,2,3,12,5
2024-11,73,58,15,6,4,21,6,1,1,7,3,1,7,15,22,71,6,4,1,8,1,1,11,2,0,10,9,14,3,24,11,2,8,9,3,2,6,9,28,13,73,4,25,49,20,0,24,40,3,11,7,1,0,7,0,6
2024-12,73,49,4,1,2,26,12,6,3,16,0,2,4,25,16,73,9,3,2,6,2,5,1,5,3,13,8,13,1,13,5,5,6,7,3,4,5,10,38,8,30,6,15,6,12,0,17,68,9,13,8,8,0,15,0,4
2025-01,73,36,10,6,1,26,6,2,0,22,3,2,0,9,5,48,5,13,11,13,1,11,8,5,8,30,5,13,2,13,4,5,7,19,4,1,5,4,34,5,26,6,16,5,7,2,14,73,16,12,13,5,1,14,0,2
2025-02,73,26,15,2,1,17,7,4,2,29,0,1,1,24,12,40,5,5,8,7,4,27,8,12,4,67,1,14,2,20,12,4,3,6,4,1,12,3,23,4,37,12,15,3,8,2,17,43,8,12,5,4,0,5,0,1
2025-03,73,47,20,9,1,21,18,8,0,15,4,1,0,32,10,70,6,6,2,10,2,3,13,0,2,96,8,7,0,29,11,4,21,16,3,9,12,13,27,9,52,14,15,32,31,2,40,9,7,19,21,29,0,27,0,4
2025-04,73,36,12,6,3,33,19,7,1,15,4,0,1,27,17,89,8,16,2,8,4,10,8,0,4,46,6,10,2,27,9,7,33,15,7,0,6,8,37,9,46,4,6,40,26,3,54,33,14,16,18,30,1,33,0,12
2025-05,73,43,11,4,0,30,15,9,4,7,7,2,3,52,20,90,3,13,2,13,10,0,7,2,4,21,19,17,4,27,22,5,7,19,5,2,4,9,34,12,81,19,18,167,297,8,53,2,19,12,38,3,0,3,48,14
2025-06,73,70,12,3,1,35,23,9,7,11,5,0,2,42,22,92,3,12,1,16,3,14,14,8,5,23,24,16,2,25,22,5,18,12,6,3,10,4,52,7,48,2,36,118,90,4,66,2,15,21,27,12,0,10,55,29
2025-07,73,47,10,7,1,49,24,5,2,18,9,4,0,46,20,119,5,10,8,13,6,8,11,14,5,14,17,19,4,38,36,2,18,19,11,4,10,3,39,6,52,6,34,150,98,4,72,3,22,21,24,16,0,17,63,27
2025-08,73,71,8,2,8,31,14,6,0,10,4,0,2,48,23,131,5,12,4,14,4,5,11,2,5,17,5,20,1,39,37,9,29,15,3,0,5,7,45,16,57,4,9,96,76,0,45,0,12,19,19,26,1,159,44,24
2025-09,73,43,12,2,1,26,21,3,3,21,4,0,0,51,24,112,4,15,5,21,3,3,11,3,5,22,11,16,4,48,29,5,10,26,4,0,0,6,46,8,41,8,18,104,19,0,25,1,18,18,11,3,0,12,30,15
2025-10,73,42,8,6,0,25,11,11,2,16,1,1,6,43,28,89,9,8,1,10,3,5,9,0,3,30,10,7,1,40,28,3,10,13,10,0,6,9,35,12,91,9,27,61,29,2,36,2,9,12,7,4,2,5,10,14
2025-11,73,46,12,4,0,17,10,12,3,25,3,2,8,34,18,61,3,3,3,13,1,11,9,2,2,24,9,12,1,21,18,4,7,6,12,0,4,6,44,8,56,6,64,29,9,1,18,27,6,15,11,1,0,6,0,9
2025-12,73,42,7,2,0,22,15,14,1,15,2,0,1,22,17,56,12,8,1,29,4,4,4,3,6,33,21,7,1,8,16,3,9,2,1,2,3,5,43,2,58,1,22,25,14,0,9,14,9,8,8,11,1,19,0,4
2019-01,74,1,14,0,0,4,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,13,0,0,1,0,0,2,2,121,3,0,0,0,0,0,14,0,0,0,0,0,5,12,0,0,111,0,1,0,0,0
2019-02,74,3,9,1,1,6,6,0,0,3,0,1,0,0,0,3,0,0,0,0,4,0,0,0,0,106,1,0,0,0,0,1,1,4,3,0,0,0,0,0,53,0,1,3,0,0,11,14,1,0,139,0,3,0,0,0
2019-03,74,10,10,4,0,15,4,0,0,21,0,2,1,6,0,47,0,1,0,1,0,2,1,4,1,289,9,1,0,15,1,10,6,4,8,0,0,2,3,1,101,3,18,9,4,1,15,10,1,0,103,3,2,2,0,1
2019-04,74,5,13,6,2,14,4,0,1,11,0,0,1,5,0,76,5,5,0,4,3,1,7,2,0,120,3,8,0,14,7,12,17,13,2,2,0,2,2,2,94,3,18,29,3,11,26,24,1,0,39,9,0,3,0,2
2019-05,74,9,16,7,9,18,1,0,0,6,0,0,0,12,0,83,0,2,1,4,1,1,3,0,5,111,3,4,0,17,2,16,41,14,6,0,0,0,6,5,62,4,30,35,21,11,42,56,0,2,23,18,4,51,14,9
2019-06,74,2,12,9,1,10,3,1,0,2,2,0,0,8,1,57,0,4,1,10,4,0,6,1,0,76,45,3,0,39,5,30,12,13,3,0,0,3,2,2,96,1,15,55,9,6,16,87,2,4,15,4,2,16,9,12
2019-07,74,8,23,12,0,13,4,0,2,12,1,0,0,17,3,116,4,5,3,14,3,1,6,1,3,70,14,3,1,43,1,18,18,10,19,1,0,3,2,0,108,6,26,44,14,11,27,79,1,1,116,3,2,3,11,7
2019-08,74,7,21,13,0,12,7,1,0,3,1,0,0,5,1,81,0,5,2,5,4,0,2,3,0,63,46,11,2,58,3,13,9,16,3,4,4,4,1,2,105,2,26,43,5,2,24,49,1,1,281,4,0,3,4,8
2019-09,74,11,22,13,0,12,2,0,0,6,0,0,1,11,1,53,0,3,0,3,1,4,11,1,2,86,10,3,2,58,2,26,12,9,0,0,1,2,4,0,218,2,17,38,4,1,18,53,1,1,73,8,1,0,10,3
2019-10,74,5,27,9,1,10,2,0,1,11,0,0,0,3,1,51,0,4,1,3,3,1,4,3,2,64,10,3,0,37,0,11,7,13,22,1,1,1,7,2,98,2,16,24,7,4,13,38,0,1,58,9,0,1,1,5
2019-11,74,7,23,5,1,10,4,1,1,5,0,0,1,2,1,53,4,3,1,8,2,1,1,0,0,11,14,1,0,6,4,6,3,4,9,2,0,1,1,3,46,1,15,11,12,0,13,11,0,1,16,1,0,0,1,6
2019-12,74,5,27,4,0,5,2,0,0,7,0,0,0,3,0,31,1,2,1,6,1,0,4,2,1,14,2,4,0,8,1,3,7,2,35,0,0,6,5,2,29,3,27,9,0,2,7,8,0,0,7,1,0,0,0,4
2020-01,74,8,18,3,1,13,2,2,0,11,0,0,2,5,0,43,9,2,1,5,2,5,0,0,1,48,17,6,0,16,1,2,5,9,6,0,0,2,0,1,52,1,33,2,2,0,6,7,0,3,20,11,0,1,0,1
2020-02,74,9,7,2,0,3,5,1,0,4,0,1,0,2,2,21,8,1,1,3,1,1,4,3,1,33,17,3,1,15,1,0,2,2,19,0,0,2,0,0,27,2,16,0,2,2,8,3,1,1,1,0,0,0,0,0
2020-03,74,9,11,1,0,11,2,0,3,10,0,0,0,4,1,33,9,2,6,7,5,3,0,0,0,80,11,1,0,13,2,2,4,3,15,3,2,3,2,1,26,7,29,11,1,0,6,11,0,1,2,6,0,1,0,0
2020-04,74,4,8,3,1,20,4,0,8,2,0,0,0,3,0,43,1,6,0,4,1,0,1,0,3,62,11,1,0,28,3,6,8,2,14,0,0,5,2,2,39,2,33,20,5,4,9,24,0,1,3,8,0,0,0,6
2020-05,74,9,12,1,0,18,3,2,8,6,1,0,0,12,1,75,0,4,0,6,3,0,5,0,0,36,8,10,2,35,4,9,41,10,18,0,0,3,1,7,47,2,10,37,3,4,27,33,2,0,1,37,0,25,2,10
2020-06,74,13,6,4,0,20,8,2,4,9,0,0,1,9,3,80,3,7,2,17,1,0,2,1,1,42,14,5,4,41,5,23,18,9,20,0,0,3,1,5,44,2,20,82,29,4,35,91,14,2,2,8,0,2,9,16
2020-07,74,9,6,7,0,21,3,1,6,2,1,1,1,12,0,86,1,3,0,7,1,0,6,0,1,39,13,1,0,93,3,5,9,8,16,0,2,6,4,0,54,5,25,72,32,5,30,71,8,1,7,6,1,0,8,3
2020-08,74,6,5,8,0,14,1,1,2,1,0,0,0,2,1,74,0,4,2,14,1,1,1,2,0,17,18,2,2,44,2,9,9,14,11,0,1,2,0,2,59,7,35,178,205,10,40,63,0,2,5,3,4,0,2,8
2020-09,74,9,7,1,2,14,5,0,1,6,0,1,0,9,1,67,6,1,0,9,1,2,4,1,1,16,25,6,0,48,4,3,13,10,3,0,0,0,2,1,48,3,9,41,21,2,32,40,4,0,7,4,0,0,4,4
2020-10,74,7,7,1,1,15,3,1,2,15,0,0,0,6,1,44,0,5,2,3,3,1,0,0,0,16,6,2,0,27,2,8,7,6,25,1,3,10,1,0,27,5,12,23,4,1,21,18,0,0,2,5,0,2,2,4
2020-11,74,13,11,0,0,16,2,0,8,7,1,0,0,3,0,58,2,3,2,5,3,0,3,0,0,29,12,8,0,15,1,6,4,3,5,0,0,8,2,1,28,5,3,15,4,3,11,14,0,0,1,3,0,0,0,5
2020-12,74,8,16,0,0,13,3,1,8,5,0,0,0,6,1,58,1,7,1,6,0,1,0,0,0,23,9,2,0,14,6,3,3,1,16,0,4,4,1,5,9,6,6,25,3,2,6,4,0,3,2,4,2,0,0,0
2021-01,74,6,12,1,0,21,4,0,6,7,0,0,1,2,0,33,0,1,2,4,0,2,1,2,3,40,14,2,1,8,1,1,0,7,51,0,0,1,5,0,15,5,6,4,3,1,6,1,1,1,6,0,0,1,0,0
2021-02,74,13,20,0,1,10,1,0,1,21,0,1,0,7,1,30,0,5,2,10,0,8,0,3,2,39,52,2,0,8,2,3,3,3,0,2,0,3,0,0,23,3,5,1,1,0,9,7,0,2,0,2,0,0,0,0
2021-03,74,12,23,13,0,27,3,0,1,4,0,0,0,4,1,66,0,7,0,2,3,1,3,1,0,101,47,4,1,23,4,13,4,15,7,0,0,4,6,0,17,7,8,11,2,5,14,15,0,4,2,2,5,2,0,3
2021-04,74,7,12,2,0,14,5,0,0,1,2,0,0,7,2,50,0,0,0,2,1,0,5,0,0,45,13,2,0,28,1,5,1,14,8,0,0,4,3,1,23,4,15,12,2,10,14,18,1,3,6,0,54,0,0,2
2021-05,74,8,3,2,0,13,7,0,0,0,2,0,2,17,1,68,1,5,0,6,2,0,3,0,3,36,14,5,0,46,5,15,11,6,12,0,0,0,4,2,15,6,8,22,3,10,38,48,2,1,2,2,0,2,15,4
2021-06,74,10,2,1,0,11,8,1,0,3,0,0,1,19,2,61,0,3,2,4,4,4,4,3,0,41,22,5,0,64,7,15,12,8,12,0,0,2,5,1,16,3,9,50,22,8,29,56,4,1,2,11,0,1,5,4
2021-07,74,6,3,1,0,13,4,1,0,9,0,0,2,10,0,59,0,5,1,5,1,2,0,4,0,19,17,6,0,85,3,7,6,10,3,0,0,4,2,2,43,0,17,53,29,8,28,31,2,1,48,1,0,3,19,5
2021-08,74,8,3,3,0,15,5,1,2,12,0,0,0,9,3,67,0,3,0,3,4,0,0,1,0,32,9,2,2,74,10,17,7,5,17,3,2,1,1,0,22,4,10,42,10,3,25,40,5,1,14,2,1,1,4,2
2021-09,74,9,3,1,0,12,6,1,4,7,0,0,0,18,0,56,0,0,5,5,3,1,1,2,1,31,15,4,2,67,5,6,2,6,31,0,0,1,2,0,17,6,5,16,5,2,17,48,2,1,6,0,4,1,25,2
2021-10,74,5,5,3,0,8,1,0,1,3,0,0,1,11,0,44,7,4,2,4,2,0,4,0,0,12,10,13,1,34,3,1,4,4,22,0,0,1,4,1,34,2,1,18,11,1,14,22,0,2,6,3,0,1,0,0
2021-11,74,5,4,1,0,7,2,1,3,7,0,0,0,1,0,43,1,1,1,4,3,0,1,0,1,27,9,2,2,14,3,4,5,2,4,0,2,2,2,2,19,0,13,14,1,2,6,17,1,0,1,3,0,1,0,6
2021-12,74,4,3,1,0,12,7,0,1,3,0,0,1,13,0,32,3,1,0,11,7,0,1,2,1,27,24,1,1,7,1,1,3,3,15,1,0,3,0,0,16,3,8,12,12,1,13,11,1,1,2,5,0,0,0,4
2022-01,74,7,1,0,0,10,0,0,2,14,0,0,1,0,0,29,0,1,1,7,2,5,0,1,1,19,18,4,1,7,1,4,2,4,33,0,2,2,1,0,7,1,13,4,2,3,5,2,1,0,3,3,1,0,0,1
2022-02,74,8,5,2,0,12,4,0,0,1,1,0,0,4,0,31,0,3,0,7,1,0,2,0,1,137,11,9,0,8,0,13,3,4,19,0,0,9,6,0,24,2,6,0,1,1,3,0,0,0,2,6,1,0,0,0
2022-03,74,14,4,9,1,14,5,0,0,4,0,0,0,6,0,50,0,2,0,7,1,0,1,3,1,176,16,3,0,16,3,14,5,9,18,1,2,7,2,0,27,2,10,7,6,2,10,0,3,1,2,3,0,3,0,0
2022-04,74,11,6,15,2,11,5,1,0,3,0,0,0,7,0,34,2,0,3,3,0,4,2,1,0,176,7,4,1,28,2,14,6,9,1,0,0,7,2,3,33,6,17,19,2,69,25,17,2,2,3,2,3,2,0,3
2022-05,74,7,5,10,1,14,7,2,0,10,0,0,0,12,1,46,5,4,4,9,0,0,4,0,0,48,2,7,1,33,5,13,15,11,3,0,0,10,3,3,15,2,8,26,9,3,34,43,11,0,2,9,0,2,9,2
2022-06,74,8,6,5,2,11,6,1,1,1,2,0,0,20,1,64,4,4,0,2,5,0,4,0,0,52,6,2,0,51,3,14,2,7,2,0,0,10,2,1,12,2,17,41,14,5,24,52,1,0,12,7,0,0,8,6
2022-07,74,9,5,3,2,9,2,3,0,0,0,0,0,12,1,52,0,2,2,9,1,0,3,0,1,34,11,3,0,67,3,24,53,10,2,0,0,0,2,2,54,4,28,35,36,4,28,41,4,3,2,20,0,715,4,4
2022-08,74,7,2,2,1,11,5,0,1,11,0,0,0,8,0,68,3,4,1,14,3,1,3,2,1,23,14,2,0,67,3,12,14,12,1,0,0,1,2,0,19,3,6,41,24,12,27,46,7,3,3,12,1,11,7,3
2022-09,74,13,3,0,0,10,4,0,2,13,0,0,2,5,0,52,0,0,1,6,2,0,3,0,3,28,9,2,1,57,3,7,7,12,1,1,0,2,8,0,27,5,7,34,7,23,14,58,1,1,6,7,2,1,5,12
2022-10,74,8,3,6,2,8,7,0,0,0,0,0,1,16,1,44,0,2,4,7,0,0,5,1,1,8,4,4,0,37,3,7,4,9,4,0,0,0,3,4,17,0,10,15,9,11,13,44,2,0,2,2,1,2,2,4
2022-11,74,9,2,3,0,11,1,0,0,5,0,0,0,4,0,53,7,2,1,6,3,0,3,2,0,14,6,2,0,23,0,5,3,1,7,0,0,1,1,0,17,0,9,17,11,0,13,23,2,1,4,0,0,0,0,7
2022-12,74,7,0,2,1,12,8,0,2,8,0,0,0,1,0,27,3,1,1,5,1,10,3,0,1,5,6,0,2,17,1,3,3,1,5,0,0,3,0,3,5,2,4,8,2,0,18,2,1,2,2,4,2,2,0,2
2023-01,74,7,3,4,0,11,5,3,0,14,0,0,0,2,1,43,4,1,4,4,0,2,0,2,2,66,13,2,1,17,1,10,7,17,1,2,0,3,2,1,27,2,13,3,0,3,23,0,3,2,2,12,0,3,0,2
2023-02,74,14,5,8,1,17,4,0,0,13,0,0,0,3,0,44,0,4,0,4,5,0,1,0,0,103,7,1,1,17,1,10,15,3,2,3,0,2,5,2,19,1,1,4,5,7,14,0,0,4,2,17,0,5,0,0
2023-03,74,9,8,25,2,13,4,1,1,8,0,0,0,2,1,33,3,2,1,5,3,1,8,0,0,155,5,1,0,24,1,11,1,8,4,0,0,1,2,2,51,3,5,8,6,2,18,0,5,1,1,5,0,5,0,1
2023-04,74,6,11,3,1,11,1,0,1,2,0,0,0,8,0,52,2,2,1,1,2,2,3,1,0,49,2,4,1,27,1,6,10,6,1,1,0,6,4,1,39,1,9,14,11,6,31,2,1,2,1,5,0,0,0,2
2023-05,74,9,1,6,0,17,3,0,0,9,1,0,0,22,2,56,7,1,1,6,0,4,2,0,1,51,11,4,5,44,7,9,4,13,7,1,1,0,2,3,8,3,9,27,3,19,33,9,3,3,3,0,1,1,5,2
2023-06,74,6,2,1,0,18,3,0,1,2,0,0,0,12,1,60,0,5,2,2,2,0,9,1,1,30,9,2,2,42,8,8,3,8,5,0,0,1,1,0,8,3,9,48,19,8,42,15,1,3,8,3,0,1,1,5
2023-07,74,12,9,2,6,16,4,1,1,3,2,0,1,15,0,89,3,1,0,10,2,0,3,5,1,20,5,2,2,66,4,5,29,11,3,1,2,7,3,2,16,3,22,56,24,9,38,6,2,0,12,26,0,52,7,4
2023-08,74,31,6,6,0,14,6,0,2,8,0,0,0,23,1,74,8,2,1,4,2,7,11,1,2,27,14,3,2,103,9,2,2,28,1,1,0,5,3,3,35,1,2,41,21,2,47,8,2,3,9,6,1,12,5,5
2023-09,74,9,1,2,0,18,4,0,0,6,0,1,0,6,0,70,0,1,2,1,3,0,8,1,1,12,2,6,3,77,4,4,2,6,1,0,2,0,6,1,17,1,13,17,6,2,20,2,0,3,9,3,6,2,4,8
2023-10,74,10,6,1,0,21,2,0,2,4,0,0,0,6,4,76,4,4,0,1,3,0,6,0,2,8,4,3,1,51,1,3,5,10,1,0,0,3,2,2,53,7,14,11,12,1,15,7,0,0,4,5,0,3,0,4
2023-11,74,7,8,0,1,11,1,1,0,12,1,0,0,8,1,61,3,2,0,3,3,0,4,1,0,4,8,1,3,66,0,3,7,9,5,0,0,0,0,5,33,1,7,13,1,3,8,51,0,1,2,3,0,1,0,14
2023-12,74,12,0,2,0,7,2,0,1,5,0,0,0,6,1,42,0,3,4,2,0,2,3,0,0,58,7,0,0,26,1,2,2,3,1,0,0,2,4,0,10,2,5,3,2,1,14,91,0,1,5,1,0,1,0,1
2024-01,74,18,5,7,0,17,5,1,0,32,0,0,0,3,0,51,5,1,0,4,0,6,1,0,2,79,27,0,0,22,1,10,4,9,5,0,0,2,4,2,31,1,2,3,4,0,9,57,2,0,6,12,1,2,0,0
2024-02,74,10,2,9,0,7,4,1,0,2,2,0,0,9,0,47,0,1,1,3,1,1,3,0,0,61,5,4,0,23,3,11,5,7,2,2,0,0,3,2,26,3,1,14,2,2,21,79,0,1,5,4,0,0,0,0
2024-03,74,7,0,1,0,6,3,1,3,3,0,5,0,3,1,36,2,2,0,4,0,0,4,0,0,59,3,1,1,29,2,12,1,8,6,3,0,3,2,0,15,2,2,10,3,5,8,114,0,1,7,5,0,2,0,3
2024-04,74,5,3,5,1,18,6,2,0,4,0,1,1,5,0,43,1,2,0,3,2,0,6,1,1,67,3,1,0,32,2,9,4,13,2,0,0,0,2,2,20,3,8,13,5,6,34,62,1,2,8,9,0,7,0,7
2024-05,74,5,3,8,1,15,6,2,0,7,0,0,0,25,2,70,2,2,2,0,3,1,5,0,1,56,8,8,0,59,4,0,29,7,3,0,0,1,2,5,35,2,3,49,34,1,38,21,5,1,4,48,0,3,8,7
2024-06,74,5,14,9,0,24,10,4,1,3,0,0,1,7,0,69,1,1,1,7,1,1,2,1,2,23,4,4,1,71,0,8,9,9,0,0,0,0,1,3,28,7,3,42,10,1,43,9,1,2,4,6,1,2,4,8
2024-07,74,15,7,7,1,14,4,0,0,5,0,0,1,16,0,80,2,2,3,6,8,1,3,0,1,26,5,2,3,93,8,14,5,13,1,0,2,12,3,1,31,2,7,51,24,3,44,6,3,3,7,3,1,4,11,10
2024-08,74,12,1,2,0,12,7,1,5,9,1,0,1,15,0,73,4,2,3,3,4,3,4,0,1,10,6,5,0,72,6,6,7,12,0,0,0,3,3,3,26,2,10,29,16,6,24,53,3,4,9,10,0,1,7,9
2024-09,74,5,3,3,1,11,3,0,0,11,0,0,0,7,1,58,3,3,4,4,1,3,2,5,1,19,0,5,0,62,4,6,18,21,1,0,0,2,5,4,16,0,15,30,28,5,23,1,0,4,4,18,5,0,1,2
2024-10,74,13,4,2,0,16,2,1,0,4,1,1,1,8,2,59,1,1,3,2,5,0,4,2,1,15,4,4,2,59,4,5,6,10,1,0,0,4,1,4,21,0,14,29,12,3,20,37,0,0,9,2,2,2,1,5
