SR_TYPE,YEAR_MONTH,COMMUNITY_AREA,RESPONSE_DAYS_MEDIAN
Sign Repair Request - All Other Signs,2024-12,24,208.9
Sign Repair Request - All Other Signs,2024-12,25,143.0
Sign Repair Request - All Other Signs,2024-12,26,148.5
Sign Repair Request - All Other Signs,2024-12,27,140.3
Sign Repair Request - All Other Signs,2024-12,28,207.9
Sign Repair Request - All Other Signs,2024-12,29,126.6
Sign Repair Request - All Other Signs,2024-12,30,42.0
Sign Repair Request - All Other Signs,2024-12,31,2.1
Sign Repair Request - All Other Signs,2024-12,32,110.1
Sign Repair Request - All Other Signs,2024-12,33,186.8
Sign Repair Request - All Other Signs,2024-12,34,111.3
Sign Repair Request - All Other Signs,2024-12,35,119.3
Sign Repair Request - All Other Signs,2024-12,37,401.9
Sign Repair Request - All Other Signs,2024-12,38,17.0
Sign Repair Request - All Other Signs,2024-12,39,140.9
Sign Repair Request - All Other Signs,2024-12,41,19.4
Sign Repair Request - All Other Signs,2024-12,42,178.9
Sign Repair Request - All Other Signs,2024-12,43,9.4
Sign Repair Request - All Other Signs,2024-12,44,21.9
Sign Repair Request - All Other Signs,2024-12,45,115.0
Sign Repair Request - All Other Signs,2024-12,46,28.5
Sign Repair Request - All Other Signs,2024-12,48,77.9
Sign Repair Request - All Other Signs,2024-12,49,188.1
Sign Repair Request - All Other Signs,2024-12,50,1.5
Sign Repair Request - All Other Signs,2024-12,51,9.1
Sign Repair Request - All Other Signs,2024-12,52,99.2
Sign Repair Request - All Other Signs,2024-12,53,9.0
Sign Repair Request - All Other Signs,2024-12,55,313.1
Sign Repair Request - All Other Signs,2024-12,56,71.4
Sign Repair Request - All Other Signs,2024-12,57,158.4
Sign Repair Request - All Other Signs,2024-12,58,31.6
Sign Repair Request - All Other Signs,2024-12,59,70.8
Sign Repair Request - All Other Signs,2024-12,60,122.6
Sign Repair Request - All Other Signs,2024-12,61,88.2
Sign Repair Request - All Other Signs,2024-12,62,417.0
Sign Repair Request - All Other Signs,2024-12,63,97.5
Sign Repair Request - All Other Signs,2024-12,64,31.5
Sign Repair Request - All Other Signs,2024-12,65,45.1
Sign Repair Request - All Other Signs,2024-12,66,61.5
Sign Repair Request - All Other Signs,2024-12,67,
Sign Repair Request - All Other Signs,2024-12,68,138.2
Sign Repair Request - All Other Signs,2024-12,69,18.1
Sign Repair Request - All Other Signs,2024-12,70,116.1
Sign Repair Request - All Other Signs,2024-12,71,487.1
Sign Repair Request - All Other Signs,2024-12,72,13.4
Sign Repair Request - All Other Signs,2024-12,73,1.8
Sign Repair Request - All Other Signs,2024-12,74,28.6
Sign Repair Request - All Other Signs,2024-12,75,27.1
Sign Repair Request - All Other Signs,2024-12,76,243.4
Sign Repair Request - All Other Signs,2024-12,77,20.8
Sign Repair Request - All Other Signs,2025-01,1,4.4
Sign Repair Request - All Other Signs,2025-01,2,190.7
Sign Repair Request - All Other Signs,2025-01,3,157.6
Sign Repair Request - All Other Signs,2025-01,4,123.5
Sign Repair Request - All Other Signs,2025-01,5,169.9
Sign Repair Request - All Other Signs,2025-01,6,18.9
Sign Repair Request - All Other Signs,2025-01,7,103.6
Sign Repair Request - All Other Signs,2025-01,8,78.9
Sign Repair Request - All Other Signs,2025-01,9,1.1
Sign Repair Request - All Other Signs,2025-01,10,198.4
Sign Repair Request - All Other Signs,2025-01,11,31.8
Sign Repair Request - All Other Signs,2025-01,12,281.9
Sign Repair Request - All Other Signs,2025-01,13,16.6
Sign Repair Request - All Other Signs,2025-01,14,196.7
Sign Repair Request - All Other Signs,2025-01,15,196.2
Sign Repair Request - All Other Signs,2025-01,16,344.9
Sign Repair Request - All Other Signs,2025-01,17,196.4
Sign Repair Request - All Other Signs,2025-01,18,71.1
Sign Repair Request - All Other Signs,2025-01,19,180.0
Sign Repair Request - All Other Signs,2025-01,20,129.9
Sign Repair Request - All Other Signs,2025-01,21,33.1
Sign Repair Request - All Other Signs,2025-01,22,151.7
Sign Repair Request - All Other Signs,2025-01,23,279.0
Sign Repair Request - All Other Signs,2025-01,24,199.8
Sign Repair Request - All Other Signs,2025-01,25,82.1
Sign Repair Request - All Other Signs,2025-01,26,94.2
Sign Repair Request - All Other Signs,2025-01,27,70.7
Sign Repair Request - All Other Signs,2025-01,28,135.3
Sign Repair Request - All Other Signs,2025-01,29,129.9
Sign Repair Request - All Other Signs,2025-01,30,55.9
Sign Repair Request - All Other Signs,2025-01,31,4.8
Sign Repair Request - All Other Signs,2025-01,32,98.8
Sign Repair Request - All Other Signs,2025-01,33,80.3
Sign Repair Request - All Other Signs,2025-01,34,97.0
Sign Repair Request - All Other Signs,2025-01,35,57.9
Sign Repair Request - All Other Signs,2025-01,37,7.5
Sign Repair Request - All Other Signs,2025-01,38,100.6
Sign Repair Request - All Other Signs,2025-01,39,
Sign Repair Request - All Other Signs,2025-01,40,456.8
Sign Repair Request - All Other Signs,2025-01,41,17.9
Sign Repair Request - All Other Signs,2025-01,43,184.6
Sign Repair Request - All Other Signs,2025-01,44,
Sign Repair Request - All Other Signs,2025-01,45,440.0
Sign Repair Request - All Other Signs,2025-01,46,9.2
Sign Repair Request - All Other Signs,2025-01,48,233.4
Sign Repair Request - All Other Signs,2025-01,49,193.9
Sign Repair Request - All Other Signs,2025-01,50,3.7
Sign Repair Request - All Other Signs,2025-01,51,187.0
Sign Repair Request - All Other Signs,2025-01,52,298.9
Sign Repair Request - All Other Signs,2025-01,53,203.2
Sign Repair Request - All Other Signs,2025-01,55,28.6
Sign Repair Request - All Other Signs,2025-01,56,366.7
Sign Repair Request - All Other Signs,2025-01,57,406.2
Sign Repair Request - All Other Signs,2025-01,58,187.0
Sign Repair Request - All Other Signs,2025-01,59,7.0
Sign Repair Request - All Other Signs,2025-01,60,42.9
Sign Repair Request - All Other Signs,2025-01,61,7.0
Sign Repair Request - All Other Signs,2025-01,62,377.3
Sign Repair Request - All Other Signs,2025-01,63,51.6
Sign Repair Request - All Other Signs,2025-01,64,
Sign Repair Request - All Other Signs,2025-01,65,456.5
Sign Repair Request - All Other Signs,2025-01,66,77.9
Sign Repair Request - All Other Signs,2025-01,67,0.8
Sign Repair Request - All Other Signs,2025-01,68,395.2
Sign Repair Request - All Other Signs,2025-01,69,24.5
Sign Repair Request - All Other Signs,2025-01,70,69.0
Sign Repair Request - All Other Signs,2025-01,71,1.2
Sign Repair Request - All Other Signs,2025-01,72,183.3
Sign Repair Request - All Other Signs,2025-01,73,34.3
Sign Repair Request - All Other Signs,2025-01,74,1.3
Sign Repair Request - All Other Signs,2025-01,75,107.0
Sign Repair Request - All Other Signs,2025-01,77,2.0
Sign Repair Request - All Other Signs,2025-02,1,227.7
Sign Repair Request - All Other Signs,2025-02,2,107.5
Sign Repair Request - All Other Signs,2025-02,3,86.5
Sign Repair Request - All Other Signs,2025-02,4,40.9
Sign Repair Request - All Other Signs,2025-02,5,122.2
Sign Repair Request - All Other Signs,2025-02,6,310.9
Sign Repair Request - All Other Signs,2025-02,7,60.4
Sign Repair Request - All Other Signs,2025-02,8,27.1
Sign Repair Request - All Other Signs,2025-02,10,28.0
Sign Repair Request - All Other Signs,2025-02,11,158.1
Sign Repair Request - All Other Signs,2025-02,12,172.5
Sign Repair Request - All Other Signs,2025-02,13,53.7
Sign Repair Request - All Other Signs,2025-02,14,130.8
Sign Repair Request - All Other Signs,2025-02,15,85.3
Sign Repair Request - All Other Signs,2025-02,16,173.4
Sign Repair Request - All Other Signs,2025-02,17,219.2
Sign Repair Request - All Other Signs,2025-02,18,27.7
Sign Repair Request - All Other Signs,2025-02,19,173.9
Sign Repair Request - All Other Signs,2025-02,20,241.0
Sign Repair Request - All Other Signs,2025-02,21,192.8
Sign Repair Request - All Other Signs,2025-02,22,250.0
Sign Repair Request - All Other Signs,2025-02,23,233.0
Sign Repair Request - All Other Signs,2025-02,24,136.5
Sign Repair Request - All Other Signs,2025-02,25,243.9
Sign Repair Request - All Other Signs,2025-02,26,33.7
Sign Repair Request - All Other Signs,2025-02,27,81.0
Sign Repair Request - All Other Signs,2025-02,28,87.7
Sign Repair Request - All Other Signs,2025-02,29,340.0
Sign Repair Request - All Other Signs,2025-02,30,102.9
Sign Repair Request - All Other Signs,2025-02,31,10.9
Sign Repair Request - All Other Signs,2025-02,32,14.1
Sign Repair Request - All Other Signs,2025-02,33,80.3
Sign Repair Request - All Other Signs,2025-02,34,75.8
Sign Repair Request - All Other Signs,2025-02,35,62.8
Sign Repair Request - All Other Signs,2025-02,37,193.7
Sign Repair Request - All Other Signs,2025-02,38,85.9
Sign Repair Request - All Other Signs,2025-02,39,79.5
Sign Repair Request - All Other Signs,2025-02,40,
Sign Repair Request - All Other Signs,2025-02,41,284.3
Sign Repair Request - All Other Signs,2025-02,42,2.1
Sign Repair Request - All Other Signs,2025-02,43,2.9
Sign Repair Request - All Other Signs,2025-02,44,39.5
Sign Repair Request - All Other Signs,2025-02,45,416.5
Sign Repair Request - All Other Signs,2025-02,46,368.0
Sign Repair Request - All Other Signs,2025-02,48,42.9
Sign Repair Request - All Other Signs,2025-02,49,163.7
Sign Repair Request - All Other Signs,2025-02,50,1.1
Sign Repair Request - All Other Signs,2025-02,51,5.7
Sign Repair Request - All Other Signs,2025-02,52,135.0
Sign Repair Request - All Other Signs,2025-02,53,45.7
Sign Repair Request - All Other Signs,2025-02,55,5.0
Sign Repair Request - All Other Signs,2025-02,56,12.1
Sign Repair Request - All Other Signs,2025-02,57,2.0
Sign Repair Request - All Other Signs,2025-02,58,123.7
Sign Repair Request - All Other Signs,2025-02,59,320.0
Sign Repair Request - All Other Signs,2025-02,60,115.9
Sign Repair Request - All Other Signs,2025-02,61,151.8
Sign Repair Request - All Other Signs,2025-02,62,314.1
Sign Repair Request - All Other Signs,2025-02,63,123.6
Sign Repair Request - All Other Signs,2025-02,64,172.1
Sign Repair Request - All Other Signs,2025-02,65,17.7
Sign Repair Request - All Other Signs,2025-02,66,174.2
Sign Repair Request - All Other Signs,2025-02,67,6.2
Sign Repair Request - All Other Signs,2025-02,68,175.8
Sign Repair Request - All Other Signs,2025-02,69,4.4
Sign Repair Request - All Other Signs,2025-02,70,45.1
Sign Repair Request - All Other Signs,2025-02,71,6.8
Sign Repair Request - All Other Signs,2025-02,72,7.1
Sign Repair Request - All Other Signs,2025-02,73,33.9
Sign Repair Request - All Other Signs,2025-02,74,175.3
Sign Repair Request - All Other Signs,2025-02,75,454.1
Sign Repair Request - All Other Signs,2025-02,76,15.9
Sign Repair Request - All Other Signs,2025-02,77,14.8
Sign Repair Request - All Other Signs,2025-03,1,6.4
Sign Repair Request - All Other Signs,2025-03,2,4.8
Sign Repair Request - All Other Signs,2025-03,3,9.2
Sign Repair Request - All Other Signs,2025-03,4,67.8
Sign Repair Request - All Other Signs,2025-03,5,243.8
Sign Repair Request - All Other Signs,2025-03,6,72.9
Sign Repair Request - All Other Signs,2025-03,7,78.9
Sign Repair Request - All Other Signs,2025-03,8,26.2
Sign Repair Request - All Other Signs,2025-03,9,1.7
Sign Repair Request - All Other Signs,2025-03,10,150.9
Sign Repair Request - All Other Signs,2025-03,11,152.7
Sign Repair Request - All Other Signs,2025-03,12,8.9
Sign Repair Request - All Other Signs,2025-03,13,65.6
Sign Repair Request - All Other Signs,2025-03,14,329.6
Sign Repair Request - All Other Signs,2025-03,15,110.1
Sign Repair Request - All Other Signs,2025-03,16,264.3
Sign Repair Request - All Other Signs,2025-03,17,172.0
Sign Repair Request - All Other Signs,2025-03,18,104.0
Sign Repair Request - All Other Signs,2025-03,19,139.1
Sign Repair Request - All Other Signs,2025-03,20,217.9
Sign Repair Request - All Other Signs,2025-03,21,212.9
Sign Repair Request - All Other Signs,2025-03,22,230.1
Sign Repair Request - All Other Signs,2025-03,23,231.0
Sign Repair Request - All Other Signs,2025-03,24,258.7
Sign Repair Request - All Other Signs,2025-03,25,109.9
Sign Repair Request - All Other Signs,2025-03,26,140.8
Sign Repair Request - All Other Signs,2025-03,27,35.6
Sign Repair Request - All Other Signs,2025-03,28,15.1
Sign Repair Request - All Other Signs,2025-03,29,2.4
Sign Repair Request - All Other Signs,2025-03,30,26.8
Sign Repair Request - All Other Signs,2025-03,31,3.9
Sign Repair Request - All Other Signs,2025-03,32,8.2
Sign Repair Request - All Other Signs,2025-03,33,56.8
Sign Repair Request - All Other Signs,2025-03,34,154.5
Sign Repair Request - All Other Signs,2025-03,35,52.2
Sign Repair Request - All Other Signs,2025-03,36,223.4
Sign Repair Request - All Other Signs,2025-03,37,371.8
Sign Repair Request - All Other Signs,2025-03,38,44.0
Sign Repair Request - All Other Signs,2025-03,39,47.8
Sign Repair Request - All Other Signs,2025-03,40,
Sign Repair Request - All Other Signs,2025-03,41,43.2
Sign Repair Request - All Other Signs,2025-03,42,7.7
Sign Repair Request - All Other Signs,2025-03,43,19.4
Sign Repair Request - All Other Signs,2025-03,44,154.0
Sign Repair Request - All Other Signs,2025-03,45,22.0
Sign Repair Request - All Other Signs,2025-03,46,329.3
Sign Repair Request - All Other Signs,2025-03,47,408.0
Sign Repair Request - All Other Signs,2025-03,48,21.3
Sign Repair Request - All Other Signs,2025-03,49,286.9
Sign Repair Request - All Other Signs,2025-03,50,5.3
Sign Repair Request - All Other Signs,2025-03,51,6.0
Sign Repair Request - All Other Signs,2025-03,52,57.0
Sign Repair Request - All Other Signs,2025-03,53,25.2
Sign Repair Request - All Other Signs,2025-03,54,4.0
Sign Repair Request - All Other Signs,2025-03,55,109.4
Sign Repair Request - All Other Signs,2025-03,56,281.8
Sign Repair Request - All Other Signs,2025-03,57,274.9
Sign Repair Request - All Other Signs,2025-03,58,55.9
Sign Repair Request - All Other Signs,2025-03,59,33.7
Sign Repair Request - All Other Signs,2025-03,60,72.7
Sign Repair Request - All Other Signs,2025-03,61,39.5
Sign Repair Request - All Other Signs,2025-03,62,5.8
Sign Repair Request - All Other Signs,2025-03,63,235.1
Sign Repair Request - All Other Signs,2025-03,64,270.5
Sign Repair Request - All Other Signs,2025-03,65,21.0
Sign Repair Request - All Other Signs,2025-03,66,30.1
Sign Repair Request - All Other Signs,2025-03,67,196.7
Sign Repair Request - All Other Signs,2025-03,68,323.1
Sign Repair Request - All Other Signs,2025-03,69,11.8
Sign Repair Request - All Other Signs,2025-03,70,13.8
Sign Repair Request - All Other Signs,2025-03,71,20.8
Sign Repair Request - All Other Signs,2025-03,72,4.7
Sign Repair Request - All Other Signs,2025-03,73,52.4
Sign Repair Request - All Other Signs,2025-03,74,317.0
Sign Repair Request - All Other Signs,2025-03,75,110.9
Sign Repair Request - All Other Signs,2025-03,76,102.7
Sign Repair Request - All Other Signs,2025-03,77,77.9
Sign Repair Request - All Other Signs,2025-04,1,120.5
Sign Repair Request - All Other Signs,2025-04,2,85.4
Sign Repair Request - All Other Signs,2025-04,3,51.8
Sign Repair Request - All Other Signs,2025-04,4,34.7
Sign Repair Request - All Other Signs,2025-04,5,114.9
Sign Repair Request - All Other Signs,2025-04,6,49.7
Sign Repair Request - All Other Signs,2025-04,7,51.9
Sign Repair Request - All Other Signs,2025-04,8,153.9
Sign Repair Request - All Other Signs,2025-04,9,112.1
Sign Repair Request - All Other Signs,2025-04,10,119.9
Sign Repair Request - All Other Signs,2025-04,11,66.4
Sign Repair Request - All Other Signs,2025-04,12,133.6
Sign Repair Request - All Other Signs,2025-04,13,51.7
Sign Repair Request - All Other Signs,2025-04,14,86.0
Sign Repair Request - All Other Signs,2025-04,15,102.0
Sign Repair Request - All Other Signs,2025-04,16,124.0
Sign Repair Request - All Other Signs,2025-04,17,165.4
Sign Repair Request - All Other Signs,2025-04,18,79.2
Sign Repair Request - All Other Signs,2025-04,19,196.8
Sign Repair Request - All Other Signs,2025-04,20,192.8
Sign Repair Request - All Other Signs,2025-04,21,163.5
Sign Repair Request - All Other Signs,2025-04,22,182.9
Sign Repair Request - All Other Signs,2025-04,23,177.9
Sign Repair Request - All Other Signs,2025-04,24,242.8
Sign Repair Request - All Other Signs,2025-04,25,192.1
Sign Repair Request - All Other Signs,2025-04,26,167.1
Sign Repair Request - All Other Signs,2025-04,27,15.9
Sign Repair Request - All Other Signs,2025-04,28,11.5
Sign Repair Request - All Other Signs,2025-04,29,243.8
Sign Repair Request - All Other Signs,2025-04,30,254.6
Sign Repair Request - All Other Signs,2025-04,31,18.9
Sign Repair Request - All Other Signs,2025-04,32,107.5
Sign Repair Request - All Other Signs,2025-04,33,33.7
Sign Repair Request - All Other Signs,2025-04,34,
Sign Repair Request - All Other Signs,2025-04,35,23.5
Sign Repair Request - All Other Signs,2025-04,36,114.4
Sign Repair Request - All Other Signs,2025-04,37,20.3
Sign Repair Request - All Other Signs,2025-04,38,29.3
Sign Repair Request - All Other Signs,2025-04,39,27.4
Sign Repair Request - All Other Signs,2025-04,40,327.5
Sign Repair Request - All Other Signs,2025-04,41,2.9
