YEAR_MONTH,COMMUNITY_AREA,Abandoned Vehicle Complaint,Alley Light Out Complaint,Alley Pothole Complaint,Alley Sewer Inspection Request,Blue Recycling Cart,Building Violation,Buildings - Plumbing Violation,Business Complaints,Check for Leak,Clean Vacant Lot Request,Consumer Fraud Complaint,Coyote Interaction Complaint,Dead Animal Pick-Up Request,Fly Dumping Complaint,Garbage Cart Maintenance,Graffiti Removal Request,Inspect Public Way Request,Low Water Pressure Complaint,Missed Garbage Pick-Up Complaint,No Building Permit and Construction Violation,No Water Complaint,Nuisance Animal Complaint,Open Fire Hydrant Complaint,Pet Wellness Check Request,Pothole in Street Complaint,Recycling Pick Up,Report an Injured Animal,Restaurant Complaint,Rodent Baiting/Rat Complaint,Sanitation Code Violation,Sewer Cave-In Inspection Request,Sewer Cleaning Inspection Request,Sidewalk Inspection Request,Sign Repair Request - All Other Signs,Sign Repair Request - Do Not Enter Sign,Sign Repair Request - One Way Sign,Sign Repair Request - Stop Sign,Stray Animal Complaint,Street Cleaning Request,Street Light Out Complaint,Street Light Pole Damage Complaint,Traffic Signal Out Complaint,Tree Debris Clean-Up Request,Tree Emergency,Tree Planting Request,Tree Removal Inspection,Tree Trim Request (NO LONGER BEING ACCEPTED),Vacant/Abandoned Building Complaint,Vicious Animal Complaint,Water Lead Test Kit Request,Water On Street Complaint,Water Quality Concern,Water in Basement Complaint,Weed Removal Request,Yard Waste Pick-Up Request
2025-09,34,13,0,6,0,12,8,1,0,0,1,0,1,1,3,30,100,1,0,1,1,0,2,0,0,9,0,4,8,27,4,0,2,3,9,0,1,4,7,1,20,2,7,3,2,7,9,8,2,0,3,1,0,0,0,0
2025-10,34,15,4,2,0,6,7,2,3,1,0,1,0,6,3,13,188,3,1,1,1,0,0,0,0,13,1,4,4,29,3,1,0,3,4,0,0,5,1,3,23,2,5,0,3,2,2,6,0,2,3,0,0,0,0,3
2025-11,34,18,0,0,0,5,3,0,0,0,0,0,1,7,4,17,56,1,0,1,1,0,1,0,0,7,4,5,5,14,4,0,3,2,4,0,0,4,2,2,56,2,3,2,0,4,2,44,0,0,4,1,0,0,0,0
2025-12,34,18,2,2,0,2,2,1,0,3,0,1,4,5,4,10,85,2,0,4,2,1,0,2,0,22,1,6,6,9,3,1,0,0,6,0,0,2,1,0,8,4,37,1,1,0,0,36,0,1,1,0,0,0,0,0
2019-01,35,5,3,2,1,2,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,2,0,0,0,3,9,1,0,0,0,1,0,3,0,5,0,0,1,2,1,0,0,2,1,2,0,0,0
2019-02,35,5,5,1,0,4,6,6,0,0,0,1,0,0,0,4,1,2,1,1,0,0,1,0,1,15,2,0,0,0,3,2,0,0,3,0,0,0,1,0,47,0,2,0,0,2,0,1,0,0,6,0,0,0,0,0
2019-03,35,7,2,3,0,6,5,2,0,0,5,0,1,3,2,4,8,9,0,2,2,2,0,0,0,29,0,1,4,4,4,8,7,1,21,0,0,4,7,0,48,2,10,3,1,0,1,3,2,0,5,4,1,0,0,0
2019-04,35,8,4,2,1,4,12,2,0,8,1,0,8,3,0,4,3,7,1,1,0,2,0,0,1,16,0,1,2,8,1,14,8,18,36,0,6,4,0,4,36,0,13,2,5,2,2,14,1,1,3,6,0,2,0,0
2019-05,35,3,3,1,1,2,6,5,0,6,4,0,1,4,3,7,4,0,0,1,5,0,2,0,0,23,2,6,1,4,2,8,11,2,15,0,0,4,2,1,38,6,7,2,1,4,0,5,8,1,2,8,1,0,21,0
2019-06,35,10,8,1,0,3,16,4,0,4,2,1,2,2,0,7,8,4,0,0,8,0,2,0,0,15,2,1,3,9,3,4,4,0,31,1,4,6,4,1,29,6,17,5,4,0,4,8,3,2,1,8,0,0,67,1
2019-07,35,9,9,2,0,2,5,3,0,1,1,1,2,12,2,10,14,7,2,2,7,0,3,8,0,38,1,11,1,5,10,2,7,7,50,0,0,11,0,1,49,0,14,4,3,2,4,33,2,1,34,10,1,0,58,0
2019-08,35,8,2,0,0,0,13,2,1,1,1,0,1,6,3,10,12,1,0,1,2,1,1,1,0,14,3,5,4,3,6,4,3,3,34,0,4,2,6,0,80,3,17,8,3,3,9,27,3,3,25,3,0,0,57,2
2019-09,35,8,3,4,0,3,15,9,0,2,1,2,4,4,2,9,3,0,0,2,1,1,0,6,0,8,3,2,2,4,1,7,3,5,5,0,2,3,5,3,73,2,24,9,3,2,3,15,1,1,6,2,1,0,37,1
2019-10,35,17,4,3,0,4,13,4,0,2,0,0,7,4,3,7,8,4,2,1,3,0,1,1,0,12,1,4,2,8,6,1,2,2,42,0,1,0,9,7,83,1,8,0,0,0,1,52,2,1,22,0,1,5,5,1
2019-11,35,4,4,0,0,2,13,11,0,1,4,0,6,3,5,7,2,2,2,2,1,1,1,0,0,14,0,3,2,4,6,1,1,1,24,0,0,3,4,2,78,1,32,0,3,0,0,0,0,6,10,3,1,1,0,4
2019-12,35,3,9,0,1,8,9,4,0,0,0,1,4,2,1,12,3,3,3,2,1,3,0,0,1,1,3,2,0,2,1,2,3,0,12,0,0,1,3,1,52,0,18,1,0,0,0,6,2,1,3,2,0,0,0,0
2020-01,35,4,5,0,0,4,18,6,1,1,6,0,25,1,3,3,2,2,0,2,3,0,0,2,1,9,3,2,1,8,5,6,4,5,29,0,0,3,2,0,49,3,17,1,1,2,0,11,0,0,2,4,1,0,0,0
2020-02,35,6,1,0,0,4,10,4,0,3,0,4,5,3,3,3,13,0,1,0,1,0,0,1,0,15,4,1,0,3,5,3,2,0,20,0,0,0,1,1,43,2,22,0,0,1,3,1,0,2,5,1,3,0,0,0
2020-03,35,5,5,0,0,5,10,6,7,2,0,4,4,6,0,6,2,1,1,0,0,2,1,0,0,13,4,0,3,4,7,2,1,0,6,0,0,2,3,0,50,2,13,1,0,0,1,0,1,3,10,1,2,0,0,0
2020-04,35,2,7,1,0,9,11,1,30,2,1,2,0,7,1,7,7,2,0,1,5,0,2,0,0,16,2,2,3,6,4,0,3,1,16,1,3,5,3,4,54,2,7,4,0,0,2,17,3,5,3,2,1,1,0,0
2020-05,35,8,7,0,0,3,8,6,10,4,1,0,2,7,2,7,10,2,0,0,4,0,3,0,0,15,2,3,2,3,7,2,13,4,32,2,0,4,1,0,34,2,11,2,0,1,1,11,3,2,4,10,0,4,2,2
2020-06,35,11,2,0,0,3,12,3,5,1,0,2,3,3,0,11,11,5,0,2,4,0,3,1,0,6,1,4,1,11,2,1,1,2,17,0,0,5,3,5,59,2,13,9,8,1,5,39,2,1,0,2,1,0,35,1
2020-07,35,18,5,1,1,10,23,3,8,0,4,0,6,19,0,20,11,3,1,0,1,0,1,13,0,11,4,3,3,15,12,3,2,4,4,0,0,1,3,8,54,2,11,15,9,0,3,30,3,3,1,2,1,0,39,0
2020-08,35,22,4,1,0,9,18,8,5,3,2,0,5,3,0,13,13,4,2,1,2,0,1,6,1,6,2,7,3,6,7,2,3,2,11,1,2,1,3,7,82,1,15,18,9,0,5,33,8,2,1,0,0,0,65,0
2020-09,35,14,8,0,0,4,13,1,9,8,0,1,0,2,2,12,12,3,0,1,1,0,0,1,0,2,4,11,0,8,4,6,2,5,26,0,2,2,4,0,44,1,9,6,4,3,4,20,1,2,3,2,0,1,48,3
2020-10,35,13,2,1,1,5,13,7,6,8,4,0,3,2,3,9,11,3,1,5,2,0,0,6,0,3,5,2,0,7,4,1,6,2,14,0,0,4,1,5,42,3,13,2,1,0,3,10,2,2,3,1,2,0,8,0
2020-11,35,9,3,0,0,3,10,6,13,4,0,2,7,2,0,4,13,1,0,1,2,1,0,0,1,4,3,2,1,7,3,1,1,1,13,0,0,1,4,0,20,6,14,0,3,0,1,4,0,1,0,1,0,3,0,3
2020-12,35,9,1,5,0,8,13,5,8,10,1,0,4,2,1,14,7,1,1,5,3,1,0,5,1,19,5,0,1,6,3,3,1,1,8,0,0,2,1,2,21,6,12,2,3,0,1,0,1,0,0,2,1,0,0,0
2021-01,35,13,2,4,0,3,3,9,7,0,0,0,10,3,1,8,4,1,0,1,0,0,0,1,0,8,2,2,2,5,1,3,3,4,8,0,0,0,4,0,9,5,7,1,0,0,1,8,0,0,1,1,1,0,0,0
2021-02,35,11,0,0,0,2,18,8,5,6,0,2,1,0,0,6,4,2,0,6,0,3,4,1,0,7,5,4,0,0,2,0,1,0,4,0,0,3,0,0,27,1,6,0,0,0,4,0,0,0,1,0,0,0,0,0
2021-03,35,24,2,1,1,7,9,7,2,1,2,0,1,4,2,12,10,4,1,4,0,4,0,1,0,12,2,3,4,0,0,2,1,1,12,2,2,3,2,6,41,5,15,3,7,2,5,11,2,0,3,0,1,0,0,2
2021-04,35,33,0,0,0,5,8,3,0,1,1,3,1,8,4,8,9,6,0,3,2,0,4,0,1,18,0,4,2,2,3,1,4,0,7,0,0,3,4,1,10,7,18,4,0,7,0,7,0,2,0,2,0,1,0,1
2021-05,35,21,0,0,0,5,5,2,2,0,0,0,1,11,4,8,24,4,0,1,2,0,1,0,0,3,0,4,1,3,5,3,5,6,20,1,3,2,4,3,28,3,11,3,5,0,5,23,0,1,1,1,2,0,2,0
2021-06,35,28,0,0,0,4,25,3,1,6,2,0,1,4,4,12,3,8,0,2,4,0,6,0,0,17,1,5,0,4,9,2,5,2,11,0,0,1,0,1,24,7,12,5,11,0,4,24,1,3,2,8,1,1,13,0
2021-07,35,17,2,1,0,1,14,8,1,3,3,0,0,7,3,9,11,5,1,6,3,0,7,3,0,12,1,4,2,4,14,2,4,2,17,0,0,2,1,3,46,3,18,3,2,2,2,28,2,0,5,1,0,3,10,1
2021-08,35,13,2,1,0,1,18,7,4,4,5,3,2,1,4,9,13,3,0,0,0,1,7,2,1,15,1,10,2,3,10,2,2,4,53,0,0,2,5,5,27,3,12,6,7,1,3,13,1,1,4,3,2,3,20,2
2021-09,35,17,3,2,0,7,11,2,4,4,1,1,7,3,1,17,25,3,1,2,0,1,5,1,0,3,2,2,3,5,8,4,6,2,24,0,0,0,4,1,16,4,12,5,1,3,1,9,5,0,3,0,0,3,29,1
2021-10,35,15,2,0,0,4,14,6,6,1,1,0,6,2,2,7,19,6,3,1,3,0,5,1,3,10,0,3,9,5,3,2,6,3,19,0,0,1,10,4,57,9,10,11,15,0,3,2,0,2,1,5,0,0,0,0
2021-11,35,12,2,3,0,5,7,2,1,4,0,0,0,2,0,8,24,1,0,1,3,0,0,1,0,2,1,2,0,2,3,0,2,5,18,0,0,2,5,3,31,6,13,3,3,0,4,2,1,0,2,1,0,2,0,4
2021-12,35,10,3,1,0,6,10,6,2,0,1,0,2,1,5,7,7,2,0,7,0,0,1,0,0,4,1,1,3,7,5,0,2,0,9,0,0,1,4,0,17,2,19,4,4,0,2,2,0,0,4,1,2,2,0,0
2022-01,35,35,2,0,0,3,16,8,5,1,0,0,2,0,1,5,0,1,0,2,0,7,0,1,0,8,1,1,0,2,0,0,1,0,7,1,1,2,3,0,10,4,10,0,0,20,2,0,0,2,1,0,0,1,0,0
2022-02,35,12,0,2,1,1,5,11,0,1,0,1,0,3,2,2,6,1,0,3,1,2,7,0,1,10,1,1,4,1,2,1,2,0,10,0,1,2,5,3,33,3,7,0,0,1,1,0,0,3,3,4,3,0,0,0
2022-03,35,20,0,2,0,4,17,7,1,1,4,1,1,2,4,5,6,1,0,4,1,0,4,2,0,35,1,0,2,4,6,1,2,1,17,0,0,2,5,2,8,1,4,3,1,1,1,0,2,0,3,4,0,1,0,0
2022-04,35,26,1,2,1,4,8,4,0,24,1,1,3,3,5,9,8,4,0,1,0,1,0,1,0,25,0,2,3,1,1,4,4,0,6,0,0,2,5,1,29,6,4,1,2,2,0,5,2,3,1,6,1,0,0,0
2022-05,35,21,0,3,1,7,4,1,0,2,1,0,9,8,4,16,4,6,1,0,0,1,0,1,3,34,0,5,1,2,1,1,2,5,1,0,0,1,3,2,16,3,13,4,4,3,4,18,2,2,0,8,0,3,6,0
2022-06,35,17,0,2,1,2,10,8,1,3,4,0,5,2,6,5,9,3,0,3,3,0,1,10,2,19,0,3,5,6,2,1,1,6,2,0,0,4,4,1,15,1,14,22,35,11,9,15,1,1,1,2,0,1,13,1
2022-07,35,22,1,0,1,5,13,7,3,4,1,2,2,2,0,8,4,1,0,1,1,1,2,1,1,14,1,3,1,5,11,2,4,6,2,0,0,9,3,1,29,5,24,4,3,3,3,18,2,0,1,4,0,3,4,2
2022-08,35,24,0,1,2,4,17,6,1,3,0,0,0,5,3,9,14,0,1,2,6,11,0,1,0,12,0,1,3,15,5,1,1,2,3,0,0,5,4,1,32,4,24,9,5,6,1,9,1,2,1,1,1,0,6,0
2022-09,35,19,0,0,0,7,12,5,0,4,0,0,1,2,2,11,6,5,1,0,4,2,1,0,1,20,4,3,1,9,10,1,2,5,1,0,5,6,6,1,23,4,13,6,1,14,2,41,1,3,5,8,0,1,0,1
2022-10,35,15,2,0,1,0,15,0,0,2,0,0,5,3,9,7,15,2,1,2,4,2,0,0,0,12,0,8,5,2,7,1,0,0,4,0,0,1,3,0,50,6,10,6,1,10,1,20,2,2,5,0,0,0,1,1
2022-11,35,9,4,0,0,2,12,5,0,1,0,0,0,3,1,5,5,0,0,4,1,0,1,0,0,9,1,3,2,1,1,1,1,1,5,0,0,3,0,4,22,9,23,3,4,5,1,7,0,1,2,0,0,3,0,5
2022-12,35,13,0,2,1,3,14,9,0,1,0,2,3,4,0,4,10,0,0,3,3,7,2,2,4,8,2,3,2,2,1,0,2,0,5,0,2,6,4,1,12,4,23,1,0,2,0,1,1,5,1,1,0,0,0,0
2023-01,35,18,0,0,0,3,13,3,2,1,2,0,2,4,1,4,7,2,0,3,2,3,0,0,0,29,2,3,2,2,3,1,4,1,1,0,2,5,22,4,26,3,7,2,0,2,0,0,0,1,1,0,0,5,0,1
2023-02,35,4,0,0,0,4,12,10,1,1,1,0,1,4,0,3,3,2,0,1,1,1,0,0,1,19,1,6,1,1,6,0,3,5,3,0,0,5,15,1,28,5,17,0,0,1,3,1,0,4,3,3,0,2,0,0
2023-03,35,10,2,0,0,4,6,3,1,0,0,0,0,1,2,9,6,1,0,1,0,0,2,0,0,29,2,0,2,9,1,3,2,1,3,0,0,2,5,4,15,4,4,5,1,0,33,0,0,2,2,3,1,0,0,0
2023-04,35,15,3,0,0,4,10,5,1,0,1,0,1,7,3,5,7,1,0,1,0,0,1,3,0,3,1,9,1,3,2,1,1,6,3,0,0,6,12,3,29,1,23,6,1,5,5,5,0,1,2,2,2,0,0,2
2023-05,35,18,2,1,0,4,14,17,0,9,3,2,4,7,4,7,7,5,1,0,2,2,1,2,0,17,0,5,0,6,1,1,0,2,7,0,0,6,4,1,41,6,31,1,3,0,10,1,2,2,5,2,1,0,5,1
2023-06,35,17,2,1,0,4,11,7,1,7,1,0,4,7,4,6,14,0,0,1,4,0,0,0,0,17,2,3,5,6,3,3,2,3,3,0,3,5,4,2,33,10,7,3,8,3,6,32,0,2,3,2,1,0,0,3
2023-07,35,17,1,0,0,3,16,3,0,4,2,2,1,8,2,9,7,3,0,1,1,2,1,1,1,10,4,3,0,8,5,3,2,2,3,0,2,2,3,3,7,10,9,16,8,20,7,31,2,3,4,13,0,8,3,0
2023-08,35,12,13,1,0,3,19,6,0,2,0,2,1,5,2,12,23,3,0,1,4,1,0,2,0,16,6,5,1,5,1,1,1,2,6,0,0,3,4,4,37,3,19,6,12,6,8,67,2,1,5,4,2,1,4,4
2023-09,35,7,4,0,0,3,20,13,1,0,0,1,2,4,2,4,9,11,0,2,6,0,0,0,1,21,1,7,2,2,1,3,2,4,5,0,0,1,4,2,11,3,18,11,7,0,8,104,1,1,2,8,0,0,1,0
2023-10,35,5,0,1,0,6,13,6,0,1,0,2,0,4,1,8,7,2,1,5,2,1,0,3,1,6,2,4,2,10,2,4,1,0,1,0,0,2,8,2,43,0,19,3,3,0,6,141,2,8,1,2,0,0,0,5
2023-11,35,11,5,0,0,2,8,6,0,0,0,0,0,5,1,4,4,6,0,2,1,0,0,2,2,9,3,3,1,4,5,0,0,0,0,0,0,3,5,2,28,4,27,1,2,1,0,133,0,1,4,0,1,0,0,2
2023-12,35,8,2,0,0,2,11,5,0,1,1,1,0,2,1,3,5,2,0,5,0,0,2,0,0,9,1,6,1,3,4,1,1,1,1,0,0,1,1,1,24,1,6,5,0,0,3,5,0,0,4,0,1,0,0,0
2024-01,35,10,4,2,1,3,15,8,1,0,1,2,0,3,1,7,12,0,0,6,1,2,1,0,0,35,1,4,1,7,6,1,1,2,4,0,0,1,13,1,8,2,16,2,0,1,1,6,1,0,1,6,1,0,0,0
2024-02,35,21,1,3,0,2,17,10,0,1,1,2,0,3,0,8,4,1,0,0,1,1,0,0,1,31,1,1,3,2,1,1,1,0,2,0,0,2,0,0,24,0,6,5,0,18,2,0,0,2,0,0,0,3,0,0
2024-03,35,15,2,1,0,3,22,7,0,3,0,1,1,5,5,9,14,3,1,1,5,0,1,0,0,29,0,6,1,5,3,0,0,3,3,0,0,6,3,5,50,3,12,4,5,6,2,0,3,2,6,3,0,0,0,1
2024-04,35,16,0,0,0,4,20,6,1,0,1,0,1,5,4,6,10,4,0,2,4,0,0,0,1,26,5,6,3,12,1,0,3,0,5,0,0,1,9,1,24,4,11,4,4,1,5,2,1,5,4,5,0,0,1,1
2024-05,35,20,5,1,0,3,16,8,0,6,0,2,2,10,2,3,10,10,0,0,1,0,3,1,0,32,3,5,2,6,1,1,5,3,4,0,0,2,3,1,17,2,11,9,6,2,4,0,2,1,3,8,0,1,6,4
2024-06,35,9,3,0,0,1,13,4,1,3,0,3,1,3,0,3,13,1,0,8,3,0,3,2,2,30,0,9,0,7,5,0,1,1,5,0,0,5,6,1,19,3,19,11,13,14,3,1,2,2,1,0,0,1,4,2
2024-07,35,19,8,0,0,3,13,5,1,3,0,0,2,4,3,5,23,1,0,2,3,1,1,0,0,30,3,6,0,16,3,0,1,4,5,0,2,6,17,1,36,0,21,10,41,1,3,1,0,2,0,3,1,0,6,2
2024-08,35,20,1,1,0,3,12,7,1,0,0,2,7,5,3,11,17,4,0,3,3,1,3,3,0,9,1,9,7,3,6,1,2,1,3,0,2,0,2,2,15,2,17,4,6,0,3,10,1,1,1,0,1,3,0,4
2024-09,35,10,1,0,0,2,11,3,0,1,0,0,2,2,2,4,38,4,0,0,3,0,6,2,1,28,0,6,2,7,4,1,0,0,2,0,0,1,3,0,35,1,9,0,5,1,8,0,2,0,2,1,0,0,3,2
2024-10,35,13,0,0,1,27,11,9,0,0,1,1,2,3,2,13,40,3,0,4,0,1,3,1,1,30,2,4,0,13,2,1,4,1,3,0,0,2,5,3,40,5,19,1,4,1,2,4,1,4,1,0,0,1,3,3
2024-11,35,15,1,0,0,1,2,2,1,1,0,1,1,6,0,3,4,0,0,1,0,0,0,2,4,12,1,0,2,8,4,0,1,1,4,0,0,4,4,4,47,0,15,0,3,0,2,1,0,3,2,2,0,1,0,2
2024-12,35,5,0,0,0,4,13,11,0,4,0,1,1,3,1,4,8,7,1,1,0,1,1,0,0,4,0,3,2,10,6,1,0,1,2,0,0,0,3,3,16,2,22,0,0,0,2,0,3,1,1,4,0,0,0,2
2025-01,35,4,0,0,0,5,8,7,2,4,0,2,8,3,0,4,10,1,0,3,2,4,0,1,1,6,1,3,0,3,1,0,3,3,3,0,0,1,4,0,24,3,18,1,1,0,0,0,0,3,3,1,0,0,0,0
2025-02,35,15,0,0,1,2,12,2,0,2,0,1,1,10,1,2,16,1,0,1,1,4,0,0,2,20,2,2,3,3,2,2,1,0,1,0,4,3,4,1,28,2,15,0,1,0,1,4,1,3,3,0,1,0,0,0
2025-03,35,28,1,2,0,0,5,9,1,4,0,1,1,8,3,3,10,3,0,0,0,1,0,1,1,7,1,7,0,5,2,3,4,0,13,1,1,0,7,1,17,2,15,4,1,2,2,148,0,4,2,6,0,3,0,1
2025-04,35,14,8,0,0,1,7,4,2,3,2,0,1,4,1,3,13,6,0,1,3,2,1,0,3,16,1,9,1,14,4,3,7,0,5,0,1,1,5,4,28,1,14,7,3,12,6,213,1,3,4,11,0,1,0,2
2025-05,35,30,5,0,0,4,9,4,0,7,0,2,2,4,1,8,3,6,0,1,3,1,1,1,0,9,0,9,2,6,4,0,2,2,6,0,0,0,13,4,21,4,24,4,6,9,9,26,0,2,0,6,0,0,3,2
2025-06,35,9,3,1,0,4,6,1,4,3,1,0,0,9,1,6,19,9,3,1,1,0,3,6,1,18,0,5,1,6,6,5,4,3,4,1,0,2,6,7,37,2,22,5,6,1,5,15,0,1,2,3,0,0,4,1
2025-07,35,21,2,1,1,1,14,6,3,4,4,0,1,6,5,10,16,4,0,0,1,2,2,8,0,9,2,4,1,20,6,1,4,0,3,0,0,2,11,1,49,0,11,18,28,29,8,18,5,0,3,12,1,3,7,2
2025-08,35,8,5,1,0,2,21,4,2,2,2,1,0,22,3,8,12,6,0,2,1,1,1,0,1,11,3,10,2,11,11,0,4,5,2,0,0,1,5,4,75,4,22,6,9,0,4,39,1,1,11,7,0,6,7,2
2025-09,35,28,1,1,0,2,7,2,0,9,0,0,1,8,0,8,11,4,1,3,1,1,0,8,0,5,1,4,3,31,4,4,1,1,4,1,0,1,1,2,34,3,5,11,3,0,2,18,2,4,2,3,0,0,2,2
2025-10,35,14,0,1,0,6,12,1,0,5,0,1,1,26,3,3,43,5,0,0,0,0,0,0,1,13,3,10,2,7,2,2,0,1,1,2,2,4,6,3,33,2,14,4,5,0,1,3,0,5,3,2,0,0,1,0
2025-11,35,12,2,0,0,4,12,15,0,9,2,1,4,1,1,7,5,2,2,0,0,0,1,0,1,13,4,3,3,1,0,1,2,0,2,0,0,3,6,3,35,10,6,1,3,0,0,35,1,3,4,6,1,0,0,3
2025-12,35,15,0,2,0,3,15,5,0,3,0,0,22,4,1,5,5,0,0,5,2,1,0,0,0,2,11,8,1,0,1,0,0,0,0,0,1,1,4,1,9,2,27,1,1,0,0,44,0,2,6,0,1,0,0,1
2019-01,36,0,2,0,0,1,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,1,0,3,0,0,0,0,0,0,2,1,0,0,0,0,1,4,0,0,1,0,0,0,0,0
2019-02,36,2,3,0,0,3,5,4,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,1,3,1,0,0,2,0,29,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0
2019-03,36,0,8,0,1,1,1,1,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,16,0,0,0,2,1,3,3,1,1,1,2,0,2,0,7,3,1,0,0,0,0,4,1,0,0,2,0,0,0,0
2019-04,36,2,2,1,0,0,3,3,0,1,3,0,5,3,0,3,1,1,0,0,0,2,0,0,0,8,0,1,0,0,3,8,5,4,1,0,0,2,3,0,13,1,1,0,0,1,2,3,0,1,2,0,0,3,0,0
2019-05,36,3,1,0,0,0,0,1,1,1,1,0,1,8,0,2,2,1,0,1,0,0,0,0,1,10,1,3,0,1,1,3,1,0,4,0,0,0,0,2,3,0,0,1,0,0,0,3,0,3,1,0,1,0,39,1
2019-06,36,6,0,1,0,3,9,0,0,1,2,0,0,1,1,1,0,0,0,4,0,0,1,0,0,8,2,2,0,2,3,1,0,2,0,0,0,0,1,0,0,3,2,7,2,0,1,8,0,1,0,0,0,0,108,2
2019-07,36,6,0,0,0,1,6,1,0,1,1,0,2,3,2,4,6,3,0,0,0,0,0,0,0,15,0,3,0,0,1,3,1,2,6,1,4,0,1,1,10,0,1,4,4,0,1,25,1,0,8,0,0,0,128,0
2019-08,36,4,2,1,0,1,2,0,0,2,0,0,1,2,1,3,1,2,1,0,0,0,0,2,1,8,0,2,0,2,1,2,0,3,4,0,0,0,4,0,5,1,3,2,1,1,2,6,0,1,8,2,0,0,140,1
2019-09,36,3,3,2,0,1,2,1,0,0,0,0,0,4,0,4,0,6,0,0,0,0,0,0,0,15,1,2,0,2,2,1,2,2,0,0,1,0,1,0,11,1,4,0,0,0,0,5,2,2,5,0,0,0,91,0
2019-10,36,11,6,0,0,1,4,4,0,2,0,0,3,0,0,2,5,2,0,1,1,1,0,0,0,9,0,2,0,1,1,0,1,1,4,1,2,2,1,0,15,2,3,0,2,0,1,12,1,3,18,0,0,0,38,0
2019-11,36,3,1,1,0,1,8,3,0,0,0,0,1,0,0,2,1,0,0,1,0,0,0,0,2,2,0,0,0,3,1,0,0,0,0,0,0,0,0,1,18,1,3,0,1,0,2,4,0,0,8,1,0,0,0,0
2019-12,36,2,2,0,0,3,1,0,0,5,0,0,0,6,0,3,0,0,0,0,0,1,0,0,1,1,4,0,0,0,0,1,0,0,1,0,0,3,0,0,5,6,1,0,0,0,0,1,0,0,5,0,0,0,0,1
2020-01,36,4,4,0,0,1,5,1,0,0,0,0,5,0,0,3,0,1,0,0,0,0,1,0,0,6,2,0,0,2,0,0,1,0,41,0,0,0,2,1,23,0,2,0,0,0,3,0,0,0,3,1,0,0,0,0
2020-02,36,2,0,0,0,2,2,0,0,1,0,0,5,0,1,1,1,0,1,2,1,0,0,1,0,5,3,1,0,0,1,1,1,0,14,0,0,0,2,2,28,1,0,0,0,0,1,0,0,0,1,0,0,3,0,0
2020-03,36,1,0,2,0,3,4,4,0,0,0,1,0,3,0,1,2,3,1,1,0,1,0,0,0,5,0,2,0,1,0,0,0,0,17,0,1,0,4,0,1,4,7,0,1,0,1,0,0,1,1,0,0,0,0,3
2020-04,36,0,0,0,0,0,3,1,1,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,5,0,0,0,3,4,0,0,0,32,1,0,5,0,0,2,1,3,0,0,0,2,2,1,0,1,0,0,2,0,2
2020-05,36,3,0,3,1,2,2,2,0,0,1,2,2,4,0,7,1,4,1,0,0,1,0,0,0,10,0,1,0,1,2,3,11,0,16,0,2,2,3,1,11,4,3,2,0,1,0,1,1,1,0,4,0,3,5,2
2020-06,36,5,2,2,0,1,10,0,0,3,4,0,0,2,0,6,0,4,4,3,0,0,2,2,0,2,1,2,0,1,0,2,2,2,9,0,2,4,0,1,1,3,1,7,3,0,0,5,0,1,2,1,0,1,100,2
2020-07,36,3,4,0,0,1,8,3,0,9,2,0,0,1,0,7,6,1,0,2,1,0,1,0,0,2,1,1,0,3,3,1,0,0,11,2,0,2,1,3,14,1,1,6,2,0,2,7,2,0,0,1,0,0,152,1
2020-08,36,35,1,0,3,2,7,2,0,5,3,1,1,4,1,4,4,3,0,1,3,12,0,0,0,1,0,2,0,1,5,1,3,0,1,0,0,0,1,1,21,0,1,9,13,3,5,3,1,0,0,7,1,1,181,3
2020-09,36,10,2,0,0,4,6,2,1,5,0,0,2,15,0,9,5,5,0,0,0,2,1,1,0,3,1,2,0,7,0,0,0,0,16,0,0,1,1,5,7,0,0,4,1,0,2,4,0,2,0,0,0,0,64,0
2020-10,36,5,2,1,0,3,9,2,2,0,0,0,2,1,0,3,5,3,0,0,0,1,0,2,0,2,1,0,0,1,1,1,0,0,3,0,0,0,0,0,6,7,1,1,0,1,0,9,1,1,0,1,0,0,2,2
2020-11,36,7,1,0,0,1,5,2,0,0,0,0,1,1,1,2,0,0,0,1,0,0,0,0,0,1,0,0,0,2,1,0,0,0,7,0,2,2,5,2,4,1,2,2,0,0,0,1,0,4,0,0,0,0,0,3
2020-12,36,6,1,0,0,0,3,5,0,0,0,0,4,1,0,2,1,1,0,2,0,0,0,0,0,18,0,0,0,2,4,1,1,0,1,0,0,0,0,0,19,2,3,0,0,0,0,1,0,0,1,0,0,3,0,0
2021-01,36,1,0,0,1,1,5,5,0,1,1,0,2,0,0,2,1,1,0,1,0,0,0,0,0,3,0,1,0,2,1,1,0,2,3,0,2,2,0,0,1,2,5,0,0,0,0,0,0,0,0,1,0,1,0,0
